id,rest_name,address,kakao_url,star,star_num,image,distance
322,이츠초밥,서울특별시 노원구 공릉동 661-4번지 우성빌딩 ,https://place.map.kakao.com/1296338001,4.4,23,//t1.daumcdn.net/place/1505379266464C2D856485997AE8AA8C,26
323,오름제주고기 본점,서울특별시 노원구 공릉동 441-136번지 1층 ,https://place.map.kakao.com/903435269,2.6,13,//t1.daumcdn.net/place/A0A275D44B8D4963BB422F5F54558B62,9
324,전주식당,서울특별시 노원구 공릉동 661-3번지 북부포커스빌 101호 ,https://place.map.kakao.com/14491785,4,1,,19
325,와! 9이닭,서울특별시 노원구 공릉동 752 광덕아파트,https://place.map.kakao.com/167979184,0,0,//t1.daumcdn.net/place/37CD9D8B988A4AEBB26BFB2BDD04DC9E,19
326,도깨비정육식당,서울특별시 노원구 공릉동 752번지 광덕상가 101호,https://place.map.kakao.com/20284503,5,1,//t1.daumcdn.net/place/C332230D1A9041C18AB36A7D08495083,18
327,금자탑,서울특별시 노원구 공릉동 752번지 광덕아파트 상가 103호 ,https://place.map.kakao.com/21240357,0,0,,18
328,기린,서울특별시 노원구 공릉동 441-18번지 ,https://place.map.kakao.com/270488437,4.2,20,//t1.daumcdn.net/place/D5CD84D974324DFA84F6C6F3529078AE,8
329,우리할매떡볶이 가재울점,서울특별시 노원구 공릉동 561-20 ,https://place.map.kakao.com/1940208491,4.5,13,//t1.kakaocdn.net/fiy_reboot/place/4A23D9A3199D434CB67B9B7DECD595BE,18
330,현주식당,서울특별시 노원구 공릉동 590-4,https://place.map.kakao.com/16326399,0,0,,22
331,로지스시 공릉점,서울특별시 노원구 공릉동 441-152번지 2층 ,https://place.map.kakao.com/27473705,3.8,23,//t1.daumcdn.net/place/A51B56EEF62A482DB7F74BB9BB123A61,9
332,피자스쿨 공릉점,서울특별시 노원구 공릉동 441-152번지 1층 ,https://place.map.kakao.com/8136049,3.5,8,//t1.daumcdn.net/place/3B87AD69421748F0AB460AE17ADC5412,9
333,킴밥,서울특별시 노원구 공릉동 633-3번지 ,https://place.map.kakao.com/1889754472,0,0,,22
334,제일콩집,서울특별시 노원구 공릉동 633-18번지 제일빌딩 12층 ,https://place.map.kakao.com/8083654,3.7,72,,24
335,플렉스버거,서울특별시 노원구 공릉동 441-26 오성빌딩,https://place.map.kakao.com/754311770,4,22,//t1.daumcdn.net/place/771D47CC0B4B409E920E8D499FBCCA80,9
336,국민소곱창 공릉점,서울특별시 노원구 공릉동 441-26번지 공간팬시 ,https://place.map.kakao.com/2140415713,4.2,6,//t1.daumcdn.net/place/679E970BAAA1488D92D3C85EFDBCE043,9
337,이정림수제햄부대찌개,서울특별시 노원구 공릉동 441-19 세림빌딩 ,https://place.map.kakao.com/381875424,4.2,5,//t1.daumcdn.net/place/0E48BD0DCCFF4BBD9A3DAEC79290A69F,8
338,부어치킨 공릉점,서울특별시 노원구 공릉동 441-19번지 103호 ,https://place.map.kakao.com/1371833231,4,5,//t1.daumcdn.net/place/03A539090DC34FFAAFA5F60F16D4B4C7,8
339,써브웨이 공릉점,서울특별시 노원구 공릉동 441-19번지 세림빌딩 ,https://place.map.kakao.com/19658550,3.1,19,//t1.daumcdn.net/place/EC8743E7B4F144DB9710057E4DDCF9F4,8
340,샐러디 태릉입구역점,서울특별시 노원구 공릉동 561-21 ,https://place.map.kakao.com/295607504,4.3,9,//t1.daumcdn.net/localfiy/searchregister_1843134922,31
341,샌드위치날에,서울특별시 노원구 공릉동 587-6 ,https://place.map.kakao.com/1347466197,4.3,6,//t1.daumcdn.net/place/D37286E3426944F392C8590D12327526,19
342,팬시버거클럽,서울특별시 노원구 공릉동 350-22,https://place.map.kakao.com/2134430556,5,8,//t1.daumcdn.net/place/77F38B77BF6C4DEFA73A1A62A23A880F,14
343,장수해물칼국수,서울특별시 노원구 공릉동 661-16번지 ,https://place.map.kakao.com/13594099,3.8,8,//t1.daumcdn.net/place/D94C1EA5E7E749E2A0988415C43C613D,22
344,BHC치킨 태릉입구점,서울특별시 노원구 공릉동 633-11번지 ,https://place.map.kakao.com/26580341,1.9,16,//t1.daumcdn.net/place/357EEF40E39646A3846C28F21CF63E82,22
345,와우곱창,서울특별시 노원구 공릉동 633-13번지 ,https://place.map.kakao.com/16736657,5,4,,22
346,육공판 공릉점,서울특별시 노원구 공릉동 633-4번지 1층 ,https://place.map.kakao.com/1218434284,3.5,8,,23
347,웰빙왕십리곱창,서울특별시 노원구 공릉동 208-18번지 ,https://place.map.kakao.com/21331942,3.7,7,//t1.daumcdn.net/place/E21AC014BFFA4E05A3496BE376B843AD,8
348,쪼매매운떡볶이 공릉점,서울특별시 노원구 공릉동 208-18번지 ,https://place.map.kakao.com/16703995,4.5,93,//t1.daumcdn.net/place/5FCB7A07D44F49CE9201882903065128,7
349,와플대학 공릉캠퍼스,서울특별시 노원구 공릉동 208-18번지 ,https://place.map.kakao.com/545955001,1.4,10,//t1.daumcdn.net/place/EF386A10399C4AEC9161C90A839DFA27,7
350,라화방마라탕,서울특별시 노원구 공릉동 208-18번지 ,https://place.map.kakao.com/315578128,4.3,6,//t1.daumcdn.net/place/389EFE2A1FB64D80A8274B5D95E7BD88,8
351,예고집황태칼국수왕돈까스,서울특별시 노원구 공릉동 208-18번지 1층8호 ,https://place.map.kakao.com/20746802,0,0,//t1.kakaocdn.net/mystore/C52B7EB9C9CF4E5B98E2D0620A04F20F,7
352,명랑핫도그 과기대점,서울특별시 노원구 공릉동 208-18번지 1층 6호,https://place.map.kakao.com/645382156,4.5,2,,8
353,보딩샐러드키친,서울특별시 노원구 공릉동 441-25번지 ,https://place.map.kakao.com/2015002492,5,1,//t1.daumcdn.net/place/2307593A455A4591BBD6B5E95709FFBC,9
354,맛닭꼬 과기대점,서울특별시 노원구 공릉동 441-25번지 1층 ,https://place.map.kakao.com/197307079,4,6,//t1.daumcdn.net/place/71CE2AD1A11643C7A4AD63D73CB43471,9
355,열화철판,서울특별시 노원구 공릉동 441-25번지 2층 ,https://place.map.kakao.com/174772884,3,4,,9
356,암사골숯불닭갈비,서울특별시 노원구 공릉동 633-15 ,https://place.map.kakao.com/222214468,4.9,8,//t1.kakaocdn.net/mystore/24D925D73AC04AE0958CA6DAF0D4E4BE,24
357,연탄이네,서울특별시 노원구 공릉동 633-15 ,https://place.map.kakao.com/1364871976,0,0,//t1.daumcdn.net/place/5C8BB1EEAADC4E3E913D7236D96378F5,24
358,장자방,서울특별시 노원구 공릉동 633-15 경동상가,https://place.map.kakao.com/1981437173,5,1,//t1.kakaocdn.net/fiy_reboot/place/F18374583F5B4D1E8DF622A6FA644462,23
359,김밥나라 태능점,서울특별시 노원구 공릉동 633-15번지 ,https://place.map.kakao.com/21412771,0,0,,23
360,공릉동 최고집순대국,서울특별시 노원구 공릉동 633-15번지 경동상가 ,https://place.map.kakao.com/490043220,4.3,6,//t1.daumcdn.net/place/8A0CAB6B10654F9A8D87FA8B034DAC97,24
361,오봉집 공릉점,서울특별시 노원구 공릉동 633-17 성종빌딩 ,https://place.map.kakao.com/1276431978,4.1,30,//t1.kakaocdn.net/mystore/7FF32A97CAD34E2688260658143A734C,23
362,태릉풍천장어,서울특별시 노원구 공릉동 661-7번지 ,https://place.map.kakao.com/1653381358,3,10,//t1.daumcdn.net/place/C59E88F4D66F44FEB94E3D823F59D4B2,25
363,이나닭강정 공릉점,서울특별시 노원구 공릉동 589-13 1층 ,https://place.map.kakao.com/1502942494,5,1,,21
364,더진국 공릉점,서울특별시 노원구 공릉동 661-8번지 ,https://place.map.kakao.com/27442494,2.7,10,//t1.daumcdn.net/place/C361DB9D89624B4DB266E7321A09DB4E,10
365,육평,서울특별시 노원구 공릉동 338-46,https://place.map.kakao.com/300297301,1,1,//t1.daumcdn.net/place/19C194D14B7E4B9789FBCBE9ABB78450,18
366,오닭꼬치 공릉점,서울특별시 노원구 공릉동 338-46번지 1층 ,https://place.map.kakao.com/57920887,2.8,10,//t1.daumcdn.net/place/8D23E8ABA1AC449591ACD12A2B5E2E7A,18
367,불타는생고기 공릉점,서울특별시 노원구 공릉동 424-2번지 1층 ,https://place.map.kakao.com/16790399,4.5,6,//t1.daumcdn.net/place/11D9B74C669C462280C5643CA9505904,8
368,샐러디 공릉점,서울특별시 노원구 공릉동 424-2 ,https://place.map.kakao.com/1135559208,4,4,,8
369,태릉양꼬치양갈비,서울특별시 노원구 공릉동 644-7 1층,https://place.map.kakao.com/1016347969,4.3,13,//t1.daumcdn.net/place/1EA1889D0386477281817ED89147191E,23
370,하수분초밥집,서울특별시 노원구 공릉동 351-21번지 ,https://place.map.kakao.com/16528461,0,0,,23
371,롤리드펌킨,서울특별시 노원구 공릉동 351-28,https://place.map.kakao.com/1867139384,4.8,4,//t1.kakaocdn.net/mystore/7D36AAD5507C49B7B5863854B781A5C3,17
372,파파존스 공릉점,서울특별시 노원구 공릉동 661-9번지 ,https://place.map.kakao.com/1852022788,1.8,4,//t1.daumcdn.net/place/EE059CCC80444D4B8B0B26D8BCDEF362,25
373,코쿠카츠,서울특별시 노원구 공릉동 644-1,https://place.map.kakao.com/1990997404,4.6,8,//t1.kakaocdn.net/fiy_reboot/place/C4E490926A6240D0AC64449DE3CB5CDE,22
374,대박소갈비살,서울특별시 노원구 공릉동 644-1번지 ,https://place.map.kakao.com/24482507,5,3,//t1.daumcdn.net/place/1E601F7218D94B13A59C9595D732E4BF,22
375,육회왕자연어공주 공릉점,서울특별시 노원구 공릉동 424-3 ,https://place.map.kakao.com/896022892,5,1,//t1.daumcdn.net/place/77D30AB5ECE44A5CA40BE25A48F32A07,9
376,왕짜장,서울특별시 노원구 공릉동 424-3번지 ,https://place.map.kakao.com/11648405,2,5,//t1.daumcdn.net/place/449A69CE2E9446AA85D27B45FA304908,9
377,경성초밥,서울특별시 노원구 공릉동 589-21번지 이지스퀘어 좌측호,https://place.map.kakao.com/1169910256,4.8,49,//t1.kakaocdn.net/fiy_reboot/place/1C971F46878C4412A90B43277FAED375,21
378,왕손이네,서울특별시 노원구 공릉동 661-14 서울동아의원 ,https://place.map.kakao.com/1091533637,5,1,,24
379,최군우동 태릉본점,서울특별시 노원구 공릉동 661-14번지 ,https://place.map.kakao.com/374887617,4.4,8,//t1.daumcdn.net/place/27950B5B829D4B079559AED6D2AAC9F2,24
380,육회란연어다,서울특별시 노원구 공릉동 644-16,https://place.map.kakao.com/645167940,2.3,6,//t1.daumcdn.net/place/3FF3DD63D2224DE0BA0CE3EC746AD281,23
381,암사골숯불닭갈비,서울특별시 노원구 공릉동 661-13번지 지상1층 ,https://place.map.kakao.com/222214468,4.9,8,//t1.kakaocdn.net/mystore/24D925D73AC04AE0958CA6DAF0D4E4BE,24
382,맷돌즉석빈대떡,서울특별시 노원구 공릉동 644-17 ,https://place.map.kakao.com/16906266,0,0,//t1.daumcdn.net/place/E1E9E93061EB4C4ABE29D0D44C206A75,23
383,순살만공격 노원공릉점,서울특별시 노원구 공릉동 644-17 ,https://place.map.kakao.com/924198510,0,0,,23
384,외백,서울특별시 노원구 공릉동 661-11번지 ,https://place.map.kakao.com/1825150470,4.1,12,//t1.daumcdn.net/place/46DF0ED940244FC8876B165A66DBEAFE,24
385,춘리마라탕 공릉점,서울특별시 노원구 공릉동 424-8 유성빌딩 ,https://place.map.kakao.com/2064157302,4.9,8,//t1.daumcdn.net/place/DC89EB76E586440ABD4777E8D66509B8,9
386,구어돈 공릉점,서울특별시 노원구 공릉동 424-8 유성빌딩 104호,https://place.map.kakao.com/1801485835,0,0,,9
387,BBQ 공릉점,서울특별시 노원구 공릉동 424-8번지 ,https://place.map.kakao.com/22519176,1.8,5,,9
388,아빠의파스타,서울특별시 노원구 공릉동 351-1 서로퍼스트빌 ,https://place.map.kakao.com/2029815873,4.6,14,//t1.daumcdn.net/place/ADB29730D6704D948074A4ABCAC9D434,16
389,기찻길풍경야채곱창,서울특별시 노원구 공릉동 351-1 서로퍼스트빌 1층 105호,https://place.map.kakao.com/1137642618,3.2,34,//t1.daumcdn.net/place/C8C38CBC7D2E4B94932C30EA61BC8F19,16
390,요리사의 길,서울특별시 노원구 공릉동 644-22번지 ,https://place.map.kakao.com/1918064650,0,0,,22
391,토리쿠,서울특별시 노원구 공릉동 644-49 이룸 빌딩 ,https://place.map.kakao.com/1830150124,2,12,//t1.daumcdn.net/place/8FB420EB098E4D76905022F0CE421BFF,24
392,변산소머리국밥,서울특별시 노원구 공릉동 349-9번지 (공릉로39길 18-1) ,https://place.map.kakao.com/19434128,5,2,//t1.daumcdn.net/place/95E6103A0002453DA308EDBC146C7278,15
393,스시쟁이,서울특별시 노원구 공릉동 424-4 ,https://place.map.kakao.com/21766457,2.9,19,//t1.daumcdn.net/localfiy/F4BF86A2C6A64059B9C3062FCD36CD28,9
394,오늘은강정,서울특별시 노원구 공릉동 424-4번지 1층 ,https://place.map.kakao.com/14809734,3.5,8,//t1.daumcdn.net/place/6DC4486DE5ED47CA959DC7EC54C880DA,9
395,로지다이닝키친,서울특별시 노원구 공릉동 408-125번지 ,https://place.map.kakao.com/395667039,4.2,20,//t1.daumcdn.net/place/ED78518EB8D84DFD9278AA6495F5B181,12
396,하노이별 공릉점,서울특별시 노원구 공릉동 338-61 ,https://place.map.kakao.com/19010252,3.4,17,//t1.daumcdn.net/place/72E45367CC374FD6B80C423F5F670AB3,18
397,돈까스회관 공릉점,서울특별시 노원구 공릉동 705 ,https://place.map.kakao.com/229652101,3,1,//t1.daumcdn.net/place/2F63785CB7C14BF398708F2C99B79FBC,7
398,우리국수,서울특별시 노원구 공릉동 705 동부아파트,https://place.map.kakao.com/540855279,0,0,,49
399,바이루시아,서울특별시 노원구 공릉동 705번지 동부(아) 상가동 106호,https://place.map.kakao.com/1305441074,5,1,//t1.daumcdn.net/place/0F652AEAF49F4A5281A8820E9CEB1CB8,8
400,참치세상,서울특별시 노원구 공릉동 705번지 동부아파트 상가 102호,https://place.map.kakao.com/24064837,4.6,7,//t1.daumcdn.net/place/A9E3E8C92E094A99980EE461CF0282DF,8
401,진돈,서울특별시 노원구 공릉동 653-4 1층 ,https://place.map.kakao.com/32758007,5,1,//t1.daumcdn.net/place/F61FA56BA2EB4C1E891535C58DA77B4A,24
402,원조강영숙봉평메밀촌 본점,서울특별시 노원구 공릉동 441-91 ,https://place.map.kakao.com/17223169,4.5,22,//t1.daumcdn.net/place/C452D7ECAA58424F9B616C5ABB719996,10
403,자가제빵선명희피자 공릉점,서울특별시 노원구 공릉동 415-56 ,https://place.map.kakao.com/1140199930,4.9,10,//t1.kakaocdn.net/fiy_reboot/place/09E0C54FE824437C976F7FA84E04CAAD,14
404,알러이,서울특별시 노원구 공릉동 408-1번지 102호,https://place.map.kakao.com/1682005121,4.7,42,//t1.daumcdn.net/place/2C56507ADD984EFEA45E3AD628858195,12
405,노다지보신탕 공릉동점,서울특별시 노원구 공릉동 351-2번지 주완위즈빌 103호,https://place.map.kakao.com/27322418,1,2,,16
406,복쓰부,서울특별시 노원구 공릉동 208-24 ,https://place.map.kakao.com/1067983447,4.3,4,//t1.daumcdn.net/localfiy/49CE32869CD74E01AC6937A7E2DD830D,9
407,피엠푸드,서울특별시 노원구 공릉동 208-24번지 ,https://place.map.kakao.com/660238789,0,0,,8
408,이삭토스트 공릉점,서울특별시 노원구 공릉동 208-24번지 102호,https://place.map.kakao.com/1909784336,3.3,7,//t1.daumcdn.net/place/3A32D9146A5F4890815D92031661A8E7,9
409,뭉탱이공릉숯불생고기,서울특별시 노원구 공릉동 441-98 ,https://place.map.kakao.com/1524555814,4.4,7,//t1.daumcdn.net/place/B1756BEB56184911B00945B292DCD774,10
410,춘천중앙로숯불닭갈비,서울특별시 노원구 공릉동 441-98번지 B동 ,https://place.map.kakao.com/1637489211,4.7,6,//t1.daumcdn.net/localfiy/searchregister_170914195,18
411,쇠뿔정육식당 공릉점,서울특별시 노원구 공릉동 644-64 1층,https://place.map.kakao.com/17909124,4.6,10,//t1.daumcdn.net/place/CEB516A0BE7049749029EDEE3EBDE0F9,24
412,백세마인보쌈 공릉본점,서울특별시 노원구 공릉동 408-4번지 건설빌딩 1층 ,https://place.map.kakao.com/1315949532,4.4,11,//t1.daumcdn.net/place/548BE83027474BB588FF737D92C4B444,11
413,도미노피자 공릉점,서울특별시 노원구 공릉동 653-5번지 ,https://place.map.kakao.com/7832883,3.1,7,//t1.daumcdn.net/place/B7BB16649AFE4B70AECA024A1035E27C,25
414,범피버거,서울특별시 노원구 공릉동 415-58 ,https://place.map.kakao.com/2038251139,0,0,//t1.daumcdn.net/place/42151F8FD08449FEA1888738F6814A7F,15
415,또래오래 노원공릉점,서울특별시 노원구 공릉동 415-58번지 ,https://place.map.kakao.com/7850223,5,1,,15
416,초원갈비,서울특별시 노원구 공릉동 408-138번지 한빛고시원 ,https://place.map.kakao.com/1799187515,0,0,,12
417,강나루유황오리주물럭 제1본점,서울특별시 노원구 공릉동 408-138번지 한빛고시원 1층 ,https://place.map.kakao.com/16061965,3.7,3,//t1.daumcdn.net/place/12CF03627F8247C1AA89AA68355082A9,12
418,할머니옛날보리쌈밥,서울특별시 노원구 공릉동 336-3번지 ,https://place.map.kakao.com/9643836,4.7,13,//t1.daumcdn.net/place/30675665A34B4736B2229F6078AC453E,18
419,경복식당,서울특별시 노원구 공릉동 740 대아아파트 상가 102호,https://place.map.kakao.com/16414503,4.6,126,//t1.kakaocdn.net/fiy_reboot/place/39DB52C9E9464D2C9E40A95F656F3171,16
420,용문각,서울특별시 노원구 공릉동 415-62번지 ,https://place.map.kakao.com/9277533,5,1,//t1.daumcdn.net/place/0965E19CD15842B0855B8FD730B0A95A,15
421,앞마을생고기,서울특별시 노원구 공릉동 338-25번지 ,https://place.map.kakao.com/18421459,5,2,//t1.daumcdn.net/place/AA3AF1A10D7F43508C56A184041CA5B4,18
422,공릉순두부,서울특별시 노원구 공릉동 420-3번지 ,https://place.map.kakao.com/1720615518,3.1,9,,9
423,교촌치킨 공릉1호점,서울특별시 노원구 공릉동 338-6 102호,https://place.map.kakao.com/1133851831,1.4,18,//t1.daumcdn.net/place/65F3743CAA8945E98D90E7320A316ABD,17
424,차차,서울특별시 노원구 공릉동 338-6 영남빌딩 ,https://place.map.kakao.com/721590559,4.9,16,//t1.daumcdn.net/place/53164A3DDBD244868802666B7575074F,17
425,퍼스트쿡카츠,서울특별시 노원구 공릉동 415-53 ,https://place.map.kakao.com/4268754,4.6,21,//t1.kakaocdn.net/mystore/643477B7FE6546BEADC150CBF4F09089,14
426,미스터피자 공릉점,서울특별시 노원구 공릉동 411-16 ,https://place.map.kakao.com/7882371,1.8,4,,15
427,세친구곱창,서울특별시 노원구 공릉동 408-6,https://place.map.kakao.com/1646474328,2.6,5,//t1.daumcdn.net/place/8E52195854174F74839943FD5EAB1BEE,11
428,돌판생고기,서울특별시 노원구 공릉동 408-6 ,https://place.map.kakao.com/496147202,4,4,//t1.daumcdn.net/place/2DCC43A5889D4C6DB78F25ACD3C7C611,11
429,김가네찜칼국수,서울특별시 노원구 공릉동 408-6 토마토유치원 ,https://place.map.kakao.com/536237723,4.9,11,//t1.kakaocdn.net/mystore/D5D5A374ECB44A98B757EE13C544A255,12
430,싸다김밥,서울특별시 노원구 공릉동 408-6번지 104호,https://place.map.kakao.com/1385352415,2,7,//t1.daumcdn.net/place/153E8D1A79F94A448559B0C4E20B6848,41
431,소망숯불갈비,서울특별시 노원구 공릉동 411-10번지 ,https://place.map.kakao.com/12042712,5,8,//t1.daumcdn.net/place/44E4445656734A31A35E9D9F8C395232,15
432,치킨마루 원자력병원점,서울특별시 노원구 공릉동 420-6번지 ,https://place.map.kakao.com/17529513,3.6,5,,11
433,달토끼의떡볶이흡입구역 공릉점,서울특별시 노원구 공릉동 333-13 1층 ,https://place.map.kakao.com/1901050554,5,2,//t1.daumcdn.net/place/D071AAABB1144E45AA8A625AAAE8AD52,19
434,신우정,서울특별시 노원구 공릉동 422-2번지 1층 ,https://place.map.kakao.com/16051361,0,0,,10
435,도쿄식탁,서울특별시 노원구 공릉동 422-2번지 301호,https://place.map.kakao.com/1208428590,2.7,3,//t1.daumcdn.net/localfiy/C1BBA0C7BB59440CA11BC0039A9AAF11,10
436,광수육회 공릉점,서울특별시 노원구 공릉동 345-3 ,https://place.map.kakao.com/1456243336,5,1,//t1.daumcdn.net/place/9830139F3F3D40D583E8D468259A0117,15
437,도로시파스타연정 공릉점,서울특별시 노원구 공릉동 345-3 ,https://place.map.kakao.com/1486417447,5,1,//t1.daumcdn.net/place/3FF7C92414F14539A7ECA5F78CB4D7A9,16
438,이런씨불닭발,서울특별시 노원구 공릉동 345-3 외 1필지 제2호 104호호,https://place.map.kakao.com/767037599,5,4,//t1.daumcdn.net/place/2BD74A0A515C405D83DBABFF5D037686,16
439,구공탄친구들,서울특별시 노원구 공릉동 345-3번지 ,https://place.map.kakao.com/324387369,0,0,//t1.daumcdn.net/place/C6C1A0C4EAC44267A407065D47C8CDDB,16
440,샤맛고,서울특별시 노원구 공릉동 345-3 ,https://place.map.kakao.com/307629130,0,0,,16
441,"여기,꼬치네",서울특별시 노원구 공릉동 411-9번지 ,https://place.map.kakao.com/1343681679,3.9,9,//t1.daumcdn.net/place/535CAF082B3C48A0BF5EC353553AC3FE,15
442,본죽&비빔밥cafe 공릉원자력병원점,서울특별시 노원구 공릉동 421-19 현대프라자,https://place.map.kakao.com/11049842,5,2,,11
443,부대집며느리,서울특별시 노원구 공릉동 421-19 현대프라자 ,https://place.map.kakao.com/147474345,5,6,//t1.kakaocdn.net/fiy_reboot/place/B5DB1CEC0FAB40A3BADB2B1F1212A96A,10
444,리틀하노이 공릉점,서울특별시 노원구 공릉동 421-19 현대프라자 ,https://place.map.kakao.com/1100024549,0,0,,11
445,미소야 공릉점,서울특별시 노원구 공릉동 421-19번지 현대프라자 105호 ,https://place.map.kakao.com/7889776,1,4,,10
446,화로상회 공릉점,서울특별시 노원구 공릉동 421-19번지 현대프라자 111호,https://place.map.kakao.com/1677550004,4.5,10,//t1.daumcdn.net/place/99406E6EFE584FCC9E12E646725AAD3B,11
447,스시락 2호점,서울특별시 노원구 공릉동 238-48번지 ,https://place.map.kakao.com/26838619,4.6,13,//t1.daumcdn.net/place/50A7097F08DC4FE09B1BDBE5486A95D6,17
448,인차이나,서울특별시 노원구 공릉동 411-4번지 1층 ,https://place.map.kakao.com/26861724,3.3,21,//t1.daumcdn.net/place/A7E4C4C0FED34CD4867F000DC9A8AD1A,14
449,페페그라노,서울특별시 노원구 공릉동 333-16 ,https://place.map.kakao.com/2026803402,3.9,52,//t1.daumcdn.net/place/46575C80C99A43569536E24ACD31A41A,20
450,등촌샤브칼국수 공릉점,서울특별시 노원구 공릉동 408-8번지 ,https://place.map.kakao.com/1368613255,4.9,26,//t1.daumcdn.net/place/9978C69EE33344949307FCC9B239B781,12
451,알촌,서울특별시 노원구 공릉동 412-28번지 ,https://place.map.kakao.com/1255536834,2.3,3,//t1.daumcdn.net/place/0C3C28D313AD494D8985E99FD7122F7B,16
452,세븐돈까스김밥 공릉점,서울특별시 노원구 공릉동 413-3번지 ,https://place.map.kakao.com/20611650,2.3,3,//t1.daumcdn.net/place/50F112B4355B4FD89CBEC28412751D6E,13
453,우리동네,서울특별시 노원구 공릉동 412-29번지 ,https://place.map.kakao.com/1458912385,0,0,//t1.daumcdn.net/place/0AA2F6CBA8A54F95AD1B2DA94E8DE542,16
454,쪼매매운떡볶이 공릉점,서울특별시 노원구 공릉동 412-30 ,https://place.map.kakao.com/16703995,4.5,93,//t1.daumcdn.net/place/5FCB7A07D44F49CE9201882903065128,7
455,남원골추어탕,서울특별시 노원구 공릉동 412-30번지 ,https://place.map.kakao.com/12565431,3.5,2,//t1.daumcdn.net/place/B6AEA43900E542B38D62AABA26F22FD2,15
456,광주한양식당,서울특별시 노원구 공릉동 421-17번지 ,https://place.map.kakao.com/16270263,3.7,6,//t1.daumcdn.net/place/96E0C197D0A84F54B2529B4D62A97755,10
457,신전떡볶이 공릉점,서울특별시 노원구 공릉동 238-47번지 ,https://place.map.kakao.com/27135946,4.6,9,//t1.daumcdn.net/place/9D3EA195C0A6441C8B72210697828997,17
458,큰집닭강정 태릉점,서울특별시 노원구 공릉동 238-47번지 (공릉로38길 6) ,https://place.map.kakao.com/24265751,4.8,8,,17
459,청년감자탕순대국 공릉점,서울특별시 노원구 공릉동 412-31,https://place.map.kakao.com/1020469951,5,5,//t1.kakaocdn.net/fiy_reboot/place/569CEAF3FF0249118D53AA78B46BA1E4,15
460,753베이글비스트로,서울특별시 노원구 공릉동 645-18,https://place.map.kakao.com/1225101632,5,4,//t1.kakaocdn.net/mystore/8460BE3FC4914E1B807A2CBCC9CF5C6F,24
461,육회퐁당,서울특별시 노원구 공릉동 340-15 베에스다피아노학원 ,https://place.map.kakao.com/850819115,0,0,,17
462,딸만셋냉면 공릉점,서울특별시 노원구 공릉동 340-15번지 ,https://place.map.kakao.com/16299128,3.7,3,//t1.daumcdn.net/place/0C6681382A474C97BB0AF2AFB043E9AD,17
463,횡성한우정육백화점,서울특별시 노원구 공릉동 345-1번지 ,https://place.map.kakao.com/20746565,4.6,21,//t1.daumcdn.net/cfile/216E6E4E578C5DA818,15
464,동대문 닭한마리칼국수,서울특별시 노원구 공릉동 238-42번지 ,https://place.map.kakao.com/15823847,0,0,,18
465,강남푸드,서울특별시 노원구 공릉동 172 서울과학기술대학교,https://place.map.kakao.com/1819474392,0,0,,12
466,안시성,서울특별시 노원구 공릉동 653-20번지 12층 ,https://place.map.kakao.com/16906789,2.2,19,//t1.daumcdn.net/place/518B6BF6A65F45B88230010C6B6988F6,25
467,본도시락 공릉점,서울특별시 노원구 공릉동 421-15번지 47 윤탁노블레스 103호,https://place.map.kakao.com/21656576,4,1,,11
468,땡불초닭발,서울특별시 노원구 공릉동 412-21번지 ,https://place.map.kakao.com/24902377,5,1,//t1.daumcdn.net/place/1B258595786D4249B7227B64B890CA3B,15
469,"광어한마리15,000원",서울특별시 노원구 공릉동 412-32 ,https://place.map.kakao.com/847464019,5,1,//t1.daumcdn.net/place/388D152388234564A099685E7517E88D,15
470,황토닭갈비,서울특별시 노원구 공릉동 412-36번지 1층 ,https://place.map.kakao.com/185218264,5,2,//t1.daumcdn.net/place/3006C39668284D24B7FF4C8261E5CB7F,14
471,공릉동멸치국수,서울특별시 노원구 공릉동 240-20,https://place.map.kakao.com/19834267,5,1,//t1.daumcdn.net/place/33876BAFB1DE46CCB2331A36E89F24D6,20
472,김가네 공릉점,서울특별시 노원구 공릉동 238-36,https://place.map.kakao.com/458248540,2.5,4,//t1.daumcdn.net/place/232EAA9AC68D4570A3420FC78C71B8A8,17
473,청계천8가삼성곱창,서울특별시 노원구 공릉동 238-63번지 ,https://place.map.kakao.com/23107625,4.3,8,//t1.daumcdn.net/place/3F8218E96CAD47099C906D86B4905451,17
474,지코바 공릉점,서울특별시 노원구 공릉동 411-26,https://place.map.kakao.com/1236525854,5,3,//t1.daumcdn.net/place/1389658134D047598B57D21EA8B2CA1F,14
475,홍어횟집,서울특별시 노원구 공릉동 223-12번지 ,https://place.map.kakao.com/16847766,5,1,//t1.daumcdn.net/place/440CCEFAFEA84BAD97A2694FA3E99238,13
476,솔직하다,서울특별시 노원구 공릉동 412-20 ,https://place.map.kakao.com/1708210110,3.9,15,//t1.daumcdn.net/localfiy/2B6C8E373A40422C968853D023E62076,15
477,깜닭이야치킨 공릉본점,서울특별시 노원구 공릉동 238-32 ,https://place.map.kakao.com/1324770763,4.6,5,//t1.daumcdn.net/localfiy/01A394AB9482471A9ACA326E52CE4B01,19
478,피자메카 공릉점,서울특별시 노원구 공릉동 649-4 ,https://place.map.kakao.com/27092518,0,0,,25
479,하우돈곱창,서울특별시 노원구 공릉동 240-72,https://place.map.kakao.com/1152346496,4.5,4,,20
