id,rest_name,address,kakao_url,star,star_num,image,distance
164,경회루,서울특별시 노원구 공릉동 597-17번지 지하1층 ,https://place.map.kakao.com/18722630,0,0,//t1.daumcdn.net/localad_thumb/t/996141d9cf84ea7708f60255f0295ee1c3617683,26
165,돈까스짱,서울특별시 노원구 공릉동 577-1 ,https://place.map.kakao.com/2108389260,0,0,//t1.daumcdn.net/place/153A6B0CE8F241FAA20B1F002345B2A2,22
166,불사조,서울특별시 노원구 공릉동 577-1 한의학명가,https://place.map.kakao.com/189660872,2.5,2,,22
167,밥묵쟈,서울특별시 노원구 공릉동 517-23번지 ,https://place.map.kakao.com/227095433,0,0,,18
168,백소정 공릉점,서울특별시 노원구 공릉동 577-7 박현숙 소아청소년과,https://place.map.kakao.com/1514689637,3.1,31,//t1.kakaocdn.net/mystore/BD67CE5F79714692B5B716D96EDA7F52,22
169,샘터분식,서울특별시 노원구 공릉동 567-6번지 ,https://place.map.kakao.com/16879177,0,0,//t1.daumcdn.net/place/E80B6903974B4505A9F194F2782A0008,21
170,석천숯불갈비,서울특별시 노원구 공릉동 615-22번지 ,https://place.map.kakao.com/20748983,3.9,12,//t1.daumcdn.net/place/EC502FA54F2E4406B5C05AD625BA9E6A,27
171,핏짜굽는언니 공릉점,서울특별시 노원구 공릉동 431-4번지 ,https://place.map.kakao.com/21525800,3,45,//t1.daumcdn.net/place/DA34E91504284C3A93235E04650CCD9A,13
172,뭉탱이공릉숯불생고기,서울특별시 노원구 공릉동 577-10 공릉본점닭한마리 ,https://place.map.kakao.com/1524555814,4.4,7,//t1.daumcdn.net/place/B1756BEB56184911B00945B292DCD774,10
173,싹쓰리솥뚜껑김치삼겹살,서울특별시 노원구 공릉동 577-10번지 ,https://place.map.kakao.com/20747169,3.2,13,//t1.daumcdn.net/place/50B10C65B328482DB66458ADED33DE5D,23
174,싹쓰리솥뚜껑김치삼겹살,서울특별시 노원구 공릉동 577-10번지 2층 ,https://place.map.kakao.com/20747169,3.2,13,//t1.daumcdn.net/place/50B10C65B328482DB66458ADED33DE5D,23
175,동대문 닭한마리칼국수,서울특별시 노원구 공릉동 577-10번지 공릉본점닭한마리 1층 ,https://place.map.kakao.com/15823847,0,0,,18
176,매일식당,서울특별시 노원구 공릉동 577-19,https://place.map.kakao.com/16529713,0,0,//t1.daumcdn.net/place/6239DD1501E9403188913B78273AF01F,21
177,정담,서울특별시 노원구 공릉동 577-19 ,https://place.map.kakao.com/614881124,0,0,,21
178,족발야시장 공릉점,서울특별시 노원구 공릉동 388-4,https://place.map.kakao.com/1139111968,2.7,3,//t1.daumcdn.net/localfiy/167EBA623E9142AA81F014F0EEAB26BC,13
179,더줌,서울특별시 노원구 공릉동 388-4번지 ,https://place.map.kakao.com/1165242514,5,1,//t1.daumcdn.net/place/826AD0C58076402498A900E3F61BD07A,13
180,푸른 바다 찜탕,서울특별시 노원구 공릉동 577-17번지 ,https://place.map.kakao.com/1735992248,0,0,,22
181,소문난기사식당,서울특별시 노원구 공릉동 393-5,https://place.map.kakao.com/16268498,3.3,10,//t1.daumcdn.net/place/12D9F195D4314E0F99F4B904FDF443CA,13
182,마포생고기,서울특별시 노원구 공릉동 393-5 ,https://place.map.kakao.com/12991364,3.4,14,//t1.daumcdn.net/place/4AA5CFBD036D449CA8D116FDB8EDA570,14
183,북한강민물고기매운탕,서울특별시 노원구 공릉동 393-5번지 ,https://place.map.kakao.com/10460651,4.6,5,//t1.daumcdn.net/cfile/164145364F62DE9C01,13
184,싱싱오징어바다 과기대점,서울특별시 노원구 공릉동 393-5번지 1층 ,https://place.map.kakao.com/16330146,2.6,5,//t1.daumcdn.net/place/14D1C9EE5A924F40B96EBED71FD892E0,13
185,아이엠돈까스,서울특별시 노원구 공릉동 431-2 ,https://place.map.kakao.com/27404804,4,22,//t1.kakaocdn.net/fiy_reboot/place/4100DAF5E5844DB08509D27C223C443E,12
186,참맛감자탕,서울특별시 노원구 공릉동 388-5번지 ,https://place.map.kakao.com/773352732,4.2,5,//t1.daumcdn.net/place/6F1CDE66C4E14C14AFD1162BAE7F21CA,12
187,공덕관,서울특별시 노원구 공릉동 393-15번지 1 2층 ,https://place.map.kakao.com/16765207,2.3,22,//t1.daumcdn.net/cfile/1662183B4F62DFC617,13
188,전봇대연탄불막창구이,서울특별시 노원구 공릉동 388-6번지 지상1층 ,https://place.map.kakao.com/23106158,3.3,8,//t1.daumcdn.net/place/BED96DBDD53146E9A47D7016C27C3661,12
189,김용희참치,서울특별시 노원구 공릉동 596-12번지 1층 ,https://place.map.kakao.com/2025010123,2.8,8,//t1.daumcdn.net/place/E12FBF06151A4CEAAB3231EBBAB17022,25
190,모녀바지락칼국수,서울특별시 노원구 공릉동 617-1번지 102호,https://place.map.kakao.com/295945520,4.4,5,//t1.daumcdn.net/place/2B6D696559D943FCAFF2E21688700ED0,40
191,곰실집,서울특별시 노원구 공릉동 581-3번지 ,https://place.map.kakao.com/461296090,5,1,,23
192,신미방,서울특별시 노원구 공릉동 502-25,https://place.map.kakao.com/79841784,4,4,//t1.kakaocdn.net/fiy_reboot/place/979578A6F14046ACA3BDF7D1FEF1643D,14
193,BBQ 태능입구역점,서울특별시 노원구 공릉동 617-3 ,https://place.map.kakao.com/777437378,5,1,,26
194,공릉우동집,서울특별시 노원구 공릉동 392-1 ,https://place.map.kakao.com/16555583,3.3,26,//t1.daumcdn.net/place/FF1FACD0230B4CAE875783BBC3B45E76,12
195,도리연닭도리탕 공릉점,서울특별시 노원구 공릉동 392-1번지 ,https://place.map.kakao.com/630792117,4,3,//t1.kakaocdn.net/fiy_reboot/place/6E2C3B5762DE456182CBF28DE91B1C59,12
196,공도,서울특별시 노원구 공릉동 593-3번지 드림데시앙 103호,https://place.map.kakao.com/1675562479,3.5,20,//t1.kakaocdn.net/fiy_reboot/place/66E514047B4741FB9375E118499BD7D0,23
197,뜸들이다 공릉점,서울특별시 노원구 공릉동 581-2 동성상운주식회사 ,https://place.map.kakao.com/533958805,0,0,//t1.daumcdn.net/place/DA945C249732424AB16FBCC0349A0C83,22
198,밥꼬찜닭 공릉점,서울특별시 노원구 공릉동 581-2번지 동성상운주식회사 ,https://place.map.kakao.com/1649990116,0,0,//t1.daumcdn.net/place/5A77D414D20346F2B10754A5AA05A4E0,22
199,서울감자탕,서울특별시 노원구 공릉동 389-7번지 1층 ,https://place.map.kakao.com/655548773,4.3,16,//t1.daumcdn.net/place/6156AC00F26D4167B9A83A6C4C6F4ECE,13
200,도요남,서울특별시 노원구 공릉동 392-4 EnS빌딩,https://place.map.kakao.com/942230075,5,3,//t1.daumcdn.net/place/309319EB06A941FDB48081CBE45F0657,13
201,개기일식,서울특별시 노원구 공릉동 392-4번지 EnS빌딩 ,https://place.map.kakao.com/815490272,4.3,27,//t1.kakaocdn.net/fiy_reboot/place/AE99FAA515554ACA83B5E5D559A6475B,13
202,미가네,서울특별시 노원구 공릉동 617-16번지 ,https://place.map.kakao.com/15821746,0,0,,30
203,세상만사뼈다귀 태능역점,서울특별시 노원구 공릉동 617-6번지 오산빌딩 1층 ,https://place.map.kakao.com/13290871,3.2,5,//t1.daumcdn.net/place/7691A09BE876488D8E7A8348CFD7DA61,27
204,원조이모네연탄불곱창,서울특별시 노원구 공릉동 392-2,https://place.map.kakao.com/21412672,2.6,62,//t1.daumcdn.net/place/96DB9043D012425DBD3E1994ECE09306,12
205,가장맛있는족발 공릉역점,서울특별시 노원구 공릉동 392-2 1층,https://place.map.kakao.com/19856229,3.3,7,//t1.daumcdn.net/place/008B73826497488C8C9BA8AC13C76EC1,12
206,쌍둥이가원양꼬치,서울특별시 노원구 공릉동 392-2번지 송암빌딩 2층 ,https://place.map.kakao.com/1199098275,4.3,3,//t1.daumcdn.net/place/C57FCD27514240E08A1F42AC504123FC,12
207,본죽&비빔밥cafe 공릉원자력병원점,서울특별시 노원구 공릉동 617-7 ,https://place.map.kakao.com/11049842,5,2,,11
208,가마솥왕족발,서울특별시 노원구 공릉동 566-17번지 1층 ,https://place.map.kakao.com/15755383,5,3,//t1.daumcdn.net/cfile/11377D3D50C7AAE930,20
209,소담한,서울특별시 노원구 공릉동 389-17,https://place.map.kakao.com/477994413,0,0,//t1.daumcdn.net/place/4017B659FE3E4D2CAB2FCF1A7367EFD6,11
210,쭈꾸미도사,서울특별시 노원구 공릉동 389-17 ,https://place.map.kakao.com/1341566478,2.8,6,//t1.daumcdn.net/place/7763D27BD0A64DA694BC0F59A0E851A5,12
211,삼남매한식뷔페,서울특별시 노원구 공릉동 584-10 연세빌딩 ,https://place.map.kakao.com/748862366,3.4,5,//t1.kakaocdn.net/fiy_reboot/place/D3B4E12DA45540F1A6F59595B0293F0A,21
212,충주식당,서울특별시 노원구 공릉동 517-65,https://place.map.kakao.com/835492758,0,0,,19
213,유리네떡볶이,서울특별시 노원구 공릉동 513-47번지 1층 ,https://place.map.kakao.com/2077138790,4.6,15,,16
214,다선정,서울특별시 노원구 공릉동 593-22번지 ,https://place.map.kakao.com/16958984,4,1,,24
215,떡참 노원공릉점,서울특별시 노원구 공릉동 503-2,https://place.map.kakao.com/1429559811,3,2,,14
216,교촌치킨 공릉2호점,서울특별시 노원구 공릉동 461-1 ,https://place.map.kakao.com/1560569242,2,6,//t1.daumcdn.net/place/C63812DCC6A34D36A89AE0F651BFFC42,11
217,마인하우스,서울특별시 노원구 공릉동 461-1번지 ,https://place.map.kakao.com/1470657576,4.8,6,//t1.daumcdn.net/localfiy/41318438686D47819F57B176716A689C,13
218,온달네,서울특별시 노원구 공릉동 461-1번지 나동 1층호,https://place.map.kakao.com/21305214,4.6,7,//t1.daumcdn.net/place/82A917E9FB2E4712BC91601CF3FFA708,13
219,쉐프의그릴,서울특별시 노원구 공릉동 434-2 청교프라자,https://place.map.kakao.com/335275224,4,2,//t1.daumcdn.net/cfile/235C623557A99D2124,11
220,차이니S,서울특별시 노원구 공릉동 584-14,https://place.map.kakao.com/1929059297,0,0,,22
221,수제간장치킨깨비닭,서울특별시 노원구 공릉동 584-3번지 ,https://place.map.kakao.com/2035768884,4.8,5,//t1.daumcdn.net/place/1F789530448042D2A2C25B89E93F563A,20
222,본참치 태릉직영점,서울특별시 노원구 공릉동 617-18번지 1층 ,https://place.map.kakao.com/181738557,0,0,//t1.daumcdn.net/place/859706807C604199880E2A314164895A,27
223,쌤닭,서울특별시 노원구 공릉동 670-2번지 134호,https://place.map.kakao.com/735465452,4.7,3,,26
224,에그머니,서울특별시 노원구 공릉동 621-4,https://place.map.kakao.com/1826529353,4.3,58,//t1.daumcdn.net/place/19B9EEAD28BB42F0A83F437B1D86B0F3,26
225,진주푸드,서울특별시 노원구 공릉동 509-35 ,https://place.map.kakao.com/1077899909,0,0,,16
226,피자플래넷 태릉점,서울특별시 노원구 공릉동 509-35 ,https://place.map.kakao.com/109715159,5,2,,16
227,춘천닭갈비 서울과기대점,서울특별시 노원구 공릉동 392-27번지 ,https://place.map.kakao.com/16936111,4.9,17,//t1.daumcdn.net/place/F27D1310DC69416FADF3C27D7785B090,11
228,홍성아줌마 추어탕순대국,서울특별시 노원구 공릉동 621-5,https://place.map.kakao.com/19011349,1,1,,25
229,비스트로 무크,서울특별시 노원구 공릉동 509-37 동양빌딩 ,https://place.map.kakao.com/615571759,4.3,7,//t1.kakaocdn.net/fiy_reboot/place/BB673DF1E74A479583AEC5F3A861FD90,16
230,반올림피자샵 서울하계공릉점,서울특별시 노원구 공릉동 509-37번지 동양빌딩 ,https://place.map.kakao.com/1437439846,5,3,//t1.daumcdn.net/localfiy/E1DE83BA36DA47918345AD5E7BE54722,16
231,고윤김밥,서울특별시 노원구 공릉동 593-24번지 ,https://place.map.kakao.com/1466411045,3.8,5,//t1.kakaocdn.net/fiy_reboot/place/D3A0EE7A6BCC41B9BDA27FF4FCF5359E,24
232,피자하우스,서울특별시 노원구 공릉동 437-4 공릉동비발디캐슬 ,https://place.map.kakao.com/935177242,5,1,,12
233,샹츠마라,서울특별시 노원구 공릉동 437-4 공릉동비발디캐슬 ,https://place.map.kakao.com/139212943,3.9,15,//t1.daumcdn.net/place/9ED2B53D9BF3405C829712AB37D57717,11
234,밥은화,서울특별시 노원구 공릉동 437-4번지 공릉동비발디캐슬 101동 1102호,https://place.map.kakao.com/110917805,4.3,3,//t1.kakaocdn.net/fiy_reboot/place/FEE9F3F265334EF9972F0093445BA4E3,12
235,닭사랑,서울특별시 노원구 공릉동 437-4번지 비발디캐슬 101동 B1106 ,https://place.map.kakao.com/13572680,4,3,,12
236,명문대,서울특별시 노원구 공릉동 389-11번지 ,https://place.map.kakao.com/724570590,4,3,//t1.daumcdn.net/place/8B11744275144E58AC604FC003BB9DB2,11
237,가람맛집,서울특별시 노원구 공릉동 585-1 1층,https://place.map.kakao.com/869145937,0,0,,20
238,만두장성,서울특별시 노원구 공릉동 585-1번지 ,https://place.map.kakao.com/1339676000,3.6,19,//t1.daumcdn.net/place/FE32DD3C119E498089BF3569A4927081,20
239,BHC치킨 공릉역점,서울특별시 노원구 공릉동 435-2 중앙빌딩,https://place.map.kakao.com/1570517199,1.7,6,//t1.daumcdn.net/place/88A4D4DA5C7748E682C28F034F094BD5,10
240,응급실국물떡볶이 서울공릉점,서울특별시 노원구 공릉동 435-2 중앙빌딩 ,https://place.map.kakao.com/1945697503,3,6,//t1.daumcdn.net/place/FBFDC3CB1F774E1180532E9E5B4421F4,10
241,장터솥단지삼겹살,서울특별시 노원구 공릉동 435-2번지 ,https://place.map.kakao.com/16051542,5,3,//t1.daumcdn.net/localad_thumb/t/62cdc27285ddfb85dfeb1418de2a96231bd3ca4f,10
242,맥도날드 과학기술대점,서울특별시 노원구 공릉동 435-2번지 123층 ,https://place.map.kakao.com/26518032,2.1,21,//t1.daumcdn.net/place/8E4FB94EA4E847F88E1978A42F38ACC9,10
243,디에트로,서울특별시 노원구 공릉동 566-41 ,https://place.map.kakao.com/1114860504,5,7,//t1.daumcdn.net/place/BBE6788E48804122AE1B272B05C198E4,18
244,굿피자파스타,서울특별시 노원구 공릉동 566-40 ,https://place.map.kakao.com/1256504413,0,0,//t1.daumcdn.net/place/0DA292D37ACD42FDA4C5B907885D6168,18
245,76족보닭,서울특별시 노원구 공릉동 566-21 ,https://place.map.kakao.com/705330039,0,0,//t1.daumcdn.net/place/4C76EFDA648B48EFBE093A7968274785,19
246,해성식당생선구이,서울특별시 노원구 공릉동 566-21 ,https://place.map.kakao.com/1854176146,0,0,,19
247,공릉동원조소머리국밥,서울특별시 노원구 공릉동 566-20 공릉상가 ,https://place.map.kakao.com/1540459495,0,0,,19
248,깨비순살닭강정,서울특별시 노원구 공릉동 566-20번지 ,https://place.map.kakao.com/21528534,5,2,,19
249,서울마님죽 공릉동점,서울특별시 노원구 공릉동 566-20번지 공릉상가 1층 104호,https://place.map.kakao.com/1164424844,0,0,//t1.daumcdn.net/place/44D5083456694125AB7FB2A7E4C45911,19
250,치킨이어라 공릉점,서울특별시 노원구 공릉동 556-15 ,https://place.map.kakao.com/1466145430,3,2,,18
251,지동 공릉2호점,서울특별시 노원구 공릉동 503-26 ,https://place.map.kakao.com/1568288259,3,7,//t1.daumcdn.net/place/B867C246CA0E42EF9C11E78DDB78BC77,12
252,무봉리토종순대국 공릉점,서울특별시 노원구 공릉동 389-9번지 화랑빌딩 1층 ,https://place.map.kakao.com/1741509421,3,7,//t1.daumcdn.net/place/1FEA3A72C52C4402B525EA44DB5BC619,11
253,맛닭꼬 태릉입구역점,서울특별시 노원구 공릉동 670-20 노원 프레미어스 엠코,https://place.map.kakao.com/382003282,4.7,3,//t1.kakaocdn.net/fiy_reboot/place/266E061993974D0695D904ECDFDB9B40,27
254,떡볶이에밥볶아,서울특별시 노원구 공릉동 670-20 노원 프레미어스 엠코 ,https://place.map.kakao.com/279210614,4.6,9,//t1.daumcdn.net/place/03A6A5CC6643414C8B1149AEF32CCD4D,26
255,고소미부엌 태릉입구역점,서울특별시 노원구 공릉동 670-20 노원 프레미어스 엠코 ,https://place.map.kakao.com/907289520,3.6,17,//t1.daumcdn.net/localfiy/430AB9625CE74781B53596CC6812DED2,28
256,수카츠,서울특별시 노원구 공릉동 670-20 노원 프레미어스 엠코 ,https://place.map.kakao.com/418699147,5,20,//t1.kakaocdn.net/fiy_reboot/place/49E964E8B09C43A08F8F6C7043E184CD,27
257,수준이다른치킨,서울특별시 노원구 공릉동 670-20번지 노원 프레미어스 엠코 ,https://place.map.kakao.com/411498769,5,2,,26
258,울림초밥,서울특별시 노원구 공릉동 670-20번지 노원 프레미어스 엠코 101동 102호,https://place.map.kakao.com/1838950627,4.3,9,//t1.kakaocdn.net/mystore/7E3070B737164B499E01E540C4AFFD3A,27
259,포메인 태릉입구역점,서울특별시 노원구 공릉동 670-20번지 노원 프레미어스 엠코 102동 125호,https://place.map.kakao.com/1777382698,3.3,6,//t1.daumcdn.net/place/F6B183C842134437ACC0E1E42B125939,27
260,돔펠리체 (휴업중),서울특별시 노원구 공릉동 670-20번지 노원프레미어스엠코 102동 126호,https://place.map.kakao.com/630027049,4,5,//t1.daumcdn.net/localfiy/E246E2C3781243928F1A0BEEE12BD5CE,26
261,르번미 태릉점,서울특별시 노원구 공릉동 670-20번지 노원프레미어스엠코 102동 128호,https://place.map.kakao.com/1010932244,3.8,20,//t1.daumcdn.net/place/7657BEFC366248B9851B943AF32CF456,26
262,이가참치,서울특별시 노원구 공릉동 670-20번지 엠코상가 102동 217B호,https://place.map.kakao.com/1669762562,5,7,//t1.daumcdn.net/cfile/2375A741572D9E5931,27
263,엄마마음점심한끼,서울특별시 노원구 공릉동 670-20 노원 프레미어스 엠코 ,https://place.map.kakao.com/1511716231,5,1,,28
264,이삭토스트 태릉입구역점,서울특별시 노원구 공릉동 670-20 노원 프레미어스 엠코 101동 106호,https://place.map.kakao.com/261752724,3.7,3,,28
265,리틀파스타 공릉본점,서울특별시 노원구 공릉동 392-25번지 지상2층 ,https://place.map.kakao.com/19693976,3.4,13,//t1.daumcdn.net/place/C73476EA8C404EFAAB3BA41AFFEDCD18,11
266,멍텅구리즉석떡볶이 공릉점,서울특별시 노원구 공릉동 439-2번지 ,https://place.map.kakao.com/27515257,2.8,24,//t1.daumcdn.net/place/2CC5527B59FF488CB0F55A5AF2AF1B26,11
267,홍가부대찌개,서울특별시 노원구 공릉동 437-2번지 ,https://place.map.kakao.com/26609492,4.5,4,,11
268,장충왕족발,서울특별시 노원구 공릉동 392-24,https://place.map.kakao.com/11165434,0,0,//t1.daumcdn.net/place/396E7BD9A23042EC933C4B1BE94131BA,30
269,바른치킨 공릉점,서울특별시 노원구 공릉동 392-20 ,https://place.map.kakao.com/1475973298,5,1,//t1.daumcdn.net/place/F6AD5AE5322048E69F645719E6C4B289,12
270,이태리철판 서울과학기술대학교점,서울특별시 노원구 공릉동 438-2,https://place.map.kakao.com/1953703405,0,0,,11
271,청교옥,서울특별시 노원구 공릉동 438-2 ,https://place.map.kakao.com/88388237,3.8,71,//t1.kakaocdn.net/mystore/A47D6B2345FE49C8A325EAB47722DB3E,11
272,사나이뚝배기 서울과기대점,서울특별시 노원구 공릉동 438-2번지 ,https://place.map.kakao.com/1220610994,4,10,//t1.daumcdn.net/place/7BC1839D783143ED865D14BA61E41599,11
273,지지고 과기대점,서울특별시 노원구 공릉동 438-2번지 나동 ,https://place.map.kakao.com/26460508,4.9,10,,11
274,나보나,서울특별시 노원구 공릉동 557-1 ,https://place.map.kakao.com/1999858035,4.7,16,//t1.daumcdn.net/place/07C042F817124908B8B2D4F81D36402A,16
275,하랑이네,서울특별시 노원구 공릉동 561-5,https://place.map.kakao.com/690397525,5,1,,19
276,산들바다,서울특별시 노원구 공릉동 670-7번지 2층 ,https://place.map.kakao.com/1232150620,1.8,9,//t1.daumcdn.net/localfiy/searchregister_98555329,27
277,참만나,서울특별시 노원구 공릉동 670-7번지 3층 ,https://place.map.kakao.com/20749857,4.4,13,//t1.daumcdn.net/place/C35B0CC1982A40F29F40E6EF7104E411,27
278,아소코 공릉점,서울특별시 노원구 공릉동 509-41 ,https://place.map.kakao.com/2013086833,3.2,42,//t1.daumcdn.net/localfiy/searchregister_645889300,16
279,달토끼의떡볶이흡입구역 공릉점,서울특별시 노원구 공릉동 561-10,https://place.map.kakao.com/1901050554,5,2,//t1.daumcdn.net/place/D071AAABB1144E45AA8A625AAAE8AD52,19
280,세겹먹는날,서울특별시 노원구 공릉동 440-18번지 ,https://place.map.kakao.com/21413860,4.3,4,//t1.daumcdn.net/place/6FF797085DA24305AA5BE4E41AF3BEEE,10
281,한마당,서울특별시 노원구 공릉동 440-18번지 ,https://place.map.kakao.com/1524274927,0,0,,10
282,김치만선생,서울특별시 노원구 공릉동 440-18번지 ,https://place.map.kakao.com/1525414592,3,2,//t1.daumcdn.net/place/D856BC44BAA24B20851AE54791EE58D6,10
283,곱창마루,서울특별시 노원구 공릉동 440-18번지 ,https://place.map.kakao.com/305275857,5,2,//t1.daumcdn.net/place/ABF784E9D68C4A6CAC429F89E2492CE8,10
284,숲속왕돈까스,서울특별시 노원구 공릉동 440-18번지 2층 ,https://place.map.kakao.com/20748264,3.6,9,//t1.daumcdn.net/place/2EC3B87953004CA8BE1638DA76AA7A67,10
285,추운돼지삼겹살 공릉점,서울특별시 노원구 공릉동 504-20번지 1층 ,https://place.map.kakao.com/1563510748,3.3,7,,12
286,궁안뜰,서울특별시 노원구 공릉동 440-11 ,https://place.map.kakao.com/2025183820,0,0,//t1.daumcdn.net/place/AE2F4D32E3024A71A50F75ED06C64844,11
287,중국집,서울특별시 노원구 공릉동 440-11번지 2층 ,https://place.map.kakao.com/1482296127,3.8,12,//t1.daumcdn.net/place/A44309F736A1498CA184212A25BC2ACC,13
288,맘스터치 과기대점,서울특별시 노원구 공릉동 440-16 2층,https://place.map.kakao.com/26896937,1.6,16,//t1.daumcdn.net/place/25A7D62203EF44DEA267BFCC1276FB64,10
289,60계 서울공릉점,서울특별시 노원구 공릉동 440-16 도곡빌딩,https://place.map.kakao.com/2088794819,3.3,6,,10
290,오렌지몽키파스타앤 마르코죤스피자,서울특별시 노원구 공릉동 440-16 도곡빌딩 ,https://place.map.kakao.com/937745460,0,0,,10
291,옆집떡볶이,서울특별시 노원구 공릉동 440-16 도곡빌딩 1층 ,https://place.map.kakao.com/1116191670,5,1,,10
292,요거프레소 공릉2호점,서울특별시 노원구 공릉동 440-16번지 ,https://place.map.kakao.com/18765921,5,4,//t1.kakaocdn.net/fiy_reboot/place/7908FD37225548BFB15ECDCBD89CCBF1,19
293,몽키 본점,서울특별시 노원구 공릉동 440-16번지 ,https://place.map.kakao.com/27322570,4.1,7,//t1.daumcdn.net/localfiy/791AA1C9A63B4E63A65E84C340272A0B,10
294,한솥도시락 서울과학기술대앞점,서울특별시 노원구 공릉동 440-16번지 1층 ,https://place.map.kakao.com/26500659,1.2,6,//t1.daumcdn.net/place/F71EC16CFFB74B5492DB00C30654FB8F,10
295,일상다반,서울특별시 노원구 공릉동 504-28,https://place.map.kakao.com/27325995,2.9,47,//t1.daumcdn.net/place/5C73DC2A4BB54C22B2E6F468D06383D5,12
296,호치킨 공릉점,서울특별시 노원구 공릉동 745 동신아파트 ,https://place.map.kakao.com/26102164,3.7,7,//t1.daumcdn.net/place/2AC8C174D9D744349AC07DD84BAFD50B,10
297,동대문엽기떡볶이 공릉점,서울특별시 노원구 공릉동 745 동신아파트 102동상가 204호,https://place.map.kakao.com/14589157,1,8,//t1.daumcdn.net/place/BCD1A79B6E4A4B26A27182C4BA804220,9
298,더진국 공릉점,서울특별시 노원구 공릉동 745 동신아파트 상가A동 102호105호,https://place.map.kakao.com/27442494,2.7,10,//t1.daumcdn.net/place/C361DB9D89624B4DB266E7321A09DB4E,10
299,네코정,서울특별시 노원구 공릉동 745번지 201호,https://place.map.kakao.com/1422521863,3.7,12,//t1.daumcdn.net/place/964CE7DCC2844068AE8CB123B785A87A,10
300,내가찜한닭 과기대점,서울특별시 노원구 공릉동 745번지 동신상가 ,https://place.map.kakao.com/27104254,4.4,5,//t1.daumcdn.net/place/07B51D3676BB49019B750BE82FC2C6A2,9
301,치즈밥있슈,서울특별시 노원구 공릉동 745번지 동신아파트 102동 107호,https://place.map.kakao.com/16062316,4.9,12,,9
302,오븐에빠진닭 공릉점,서울특별시 노원구 공릉동 745번지 동신아파트 2층 102동 2023호,https://place.map.kakao.com/22105854,5,3,//t1.daumcdn.net/place/E3DC76463A8543AE8A1726364AB75F72,9
303,소문날라,서울특별시 노원구 공릉동 745번지 동신아파트상가 102동 106호,https://place.map.kakao.com/16413693,2.5,2,//t1.daumcdn.net/place/BDA7DEEBF47C4AF8A5AA2D944791B16C,9
304,크앙분식 과기대점,서울특별시 노원구 공릉동 745번지 동신아파트상가 104110호 ,https://place.map.kakao.com/2107374617,3.5,4,//t1.daumcdn.net/place/980042BE72B04C8EAD896A01FEA37557,9
305,맛보면못참치,서울특별시 노원구 공릉동 745번지 동신아파트상가 202호,https://place.map.kakao.com/27442498,5,1,//t1.daumcdn.net/place/9CFD373D087743CF8867B06215BEF87A,10
306,밥아저씨 공릉점,서울특별시 노원구 공릉동 561-12 ,https://place.map.kakao.com/1901105626,0,0,,18
307,떡볶이는튀김빨 본점,서울특별시 노원구 공릉동 440-10,https://place.map.kakao.com/627299209,0,0,//t1.daumcdn.net/place/B32EE52F907B437E8FF46151876205D8,10
308,주니숯불꼬치,서울특별시 노원구 공릉동 440-10번지 ,https://place.map.kakao.com/19900336,5,1,//t1.kakaocdn.net/fiy_reboot/place/172DCA2DAFC54CDD9473459AF691D949,10
309,봉구스밥버거 서울과기대점,서울특별시 노원구 공릉동 440-10번지 지상1층 ,https://place.map.kakao.com/19139581,3,3,,10
310,루이스버거 공릉점,서울특별시 노원구 공릉동 441-92번지 ,https://place.map.kakao.com/1753610905,2.4,25,//t1.daumcdn.net/place/46AB5EA3E71347F3920F428E97D51E48,10
311,화덕피자주는 부대찌개 공릉점,서울특별시 노원구 공릉동 441-92번지 ,https://place.map.kakao.com/996150330,1,1,//t1.daumcdn.net/place/C825A1024A71474A9FBB941B45EA6E86,10
312,아리랑핫도그 과학기술대점,서울특별시 노원구 공릉동 441-1번지 1층 ,https://place.map.kakao.com/1789621701,5,2,,9
313,배떡 공릉점,서울특별시 노원구 공릉동 441-145 용마빌딩 ,https://place.map.kakao.com/733592081,0,0,//t1.daumcdn.net/place/2F73A77352F247DE939408914F8F898F,9
314,홍콩반점0410 태릉입구역점,서울특별시 노원구 공릉동 661-1 ,https://place.map.kakao.com/1629570399,5,1,//t1.kakaocdn.net/fiy_reboot/place/30DA8B677F644536AB47E6E1693F85AE,25
315,명이칼국수,서울특별시 노원구 공릉동 561-35 본향성결교회 ,https://place.map.kakao.com/1645227763,5,1,,18
316,소문난순대족발,서울특별시 노원구 공릉동 561-35 외 1필지 6호,https://place.map.kakao.com/22407032,4.3,6,//t1.daumcdn.net/place/C0345DF477A24801A744D606E18C676A,18
317,가는김에,서울특별시 노원구 공릉동 441-59 ,https://place.map.kakao.com/603906455,0,0,,10
318,장미삼계탕 태릉본점,서울특별시 노원구 공릉동 661-2번지 지상1층 ,https://place.map.kakao.com/8054925,0,0,,26
319,자담치킨 서울공릉점,서울특별시 노원구 공릉동 590-3 ,https://place.map.kakao.com/27608724,5,5,//t1.daumcdn.net/place/3A66CA8F28DC4B759D0E14D91E9E47B5,22
320,소소한식객,서울특별시 노원구 공릉동 590-3 ,https://place.map.kakao.com/1320321123,0,0,,22
321,페리카나 월계삼호점,서울특별시 노원구 공릉동 506-36번지 ,https://place.map.kakao.com/8616938,0,0,,33
