id,rest_name,menu,price
1388,카우보이치킨 공릉점,텍사스 바비큐 통닭,8900
1389,처갓집양념치킨 공릉점,슈프림양념치킨,21000
1390,처갓집양념치킨 공릉점,치즈슈프림 양념치킨,21000
1391,처갓집양념치킨 공릉점,허니올리고당야채양념치킨,19000
1392,처갓집양념치킨 공릉점,후라이드치킨,18000
1393,처갓집양념치킨 공릉점,와락치킨,20000
1394,맘스터치 피자앤치킨 화랑대역점,치즈피치세트(싸이순살),25700
1395,맘스터치 피자앤치킨 화랑대역점,페퍼로니피치세트(싸이순살),25700
1396,맘스터치 피자앤치킨 화랑대역점,콰트로불고기피치세트(싸이순살),26700
1397,맘스터치 피자앤치킨 화랑대역점,하와이안갈릭쉬림프피치세트(싸이순살),26700
1398,맘스터치 피자앤치킨 화랑대역점,슈퍼슈프림피치세트(싸이순살),26700
1399,두레통닭 화랑대역점,옛날통닭,6500
1400,두레통닭 화랑대역점,양념통닭,9000
1401,두레통닭 화랑대역점,순살후라이드 (중),7000
1402,두레통닭 화랑대역점,깐풍강정 (중),7500
1403,두레통닭 화랑대역점,똥집튀김 (중),7000
1404,던킨 화랑대역점,올스타 도넛세트,15100
1405,던킨 화랑대역점,버라이어티 10팩,17000
1406,던킨 화랑대역점,내쉬빌핫치킨버거,5500
1407,던킨 화랑대역점,해피 먼치킨컵 10EA,5000
1408,던킨 화랑대역점,커피&도넛 트윈세트,17500
1409,피자스쿨 화랑대역점,고구마피자,10900
1410,피자스쿨 화랑대역점,까르보네피자,12900
1411,피자스쿨 화랑대역점,깐쇼새우피자,14900
1412,피자스쿨 화랑대역점,나폴리피자,12900
1413,피자스쿨 화랑대역점,닭안심살피자,14900
1414,이삭토스트 서울여대점,미트팡 토스트,4800
1415,이삭토스트 서울여대점,콘치즈 토스트,4400
1416,이삭토스트 서울여대점,그릴드 불갈비,4700
1417,이삭토스트 서울여대점,그릴드 불고기,4300
1418,이삭토스트 서울여대점,허니갈릭 햄치즈,3700
1419,본죽&비빔밥cafe 화랑대역점,단호박죽,9500
1420,본죽&비빔밥cafe 화랑대역점,낙지김치죽,10000
1421,본죽&비빔밥cafe 화랑대역점,삼계죽,11000
1422,본죽&비빔밥cafe 화랑대역점,전복죽,12000
1423,본죽&비빔밥cafe 화랑대역점,쇠고기야채죽,10000
1424,봉구스밥버거 화랑대역점,해봉이밥버거,4200
1425,봉구스밥버거 화랑대역점,에햄밥버거,3800
1426,봉구스밥버거 화랑대역점,닭갈비밥버거,3500
1427,봉구스밥버거 화랑대역점,마요떡갈비밥버거,4000
1428,봉구스밥버거 화랑대역점,바삭멸치밥버거,4000
1429,죠스떡볶이 화랑대역점,트윈 세트,16000
1430,죠스떡볶이 화랑대역점,치즈 세트,17500
1431,죠스떡볶이 화랑대역점,스페셜 세트,19300
1432,죠스떡볶이 화랑대역점,패밀리 세트,22800
1433,죠스떡볶이 화랑대역점,죠스떡볶이,3500
1434,족발3시30분 화랑대역점,스페셜,65000
1435,족발3시30분 화랑대역점,족발 (앞다리),35000
1436,족발3시30분 화랑대역점,족발 (뒷다리),30000
1437,족발3시30분 화랑대역점,보쌈 (중),30000
1438,족발3시30분 화랑대역점,족발보쌈 (중),35000
1439,왕빈자전통주막 화랑대역직영점,모듬전,21000
1440,왕빈자전통주막 화랑대역직영점,베이컨김치치즈전,17000
1441,왕빈자전통주막 화랑대역직영점,불고기치즈파전,17000
1442,왕빈자전통주막 화랑대역직영점,치즈감자전,17000
1443,왕빈자전통주막 화랑대역직영점,허니치즈고구마전,17000
1444,버거킹 화랑대역점,몬스터와퍼 세트,11500
1445,버거킹 화랑대역점,콰트로치즈와퍼 세트,10900
1446,버거킹 화랑대역점,기네스콰트로치즈와퍼 세트,11500
1447,버거킹 화랑대역점,기네스와퍼 세트,11500
1448,버거킹 화랑대역점,통새우와퍼세트,10900
1449,굽네치킨 공릉2동점,남해마늘바사삭+콜라1.25L,21000
1450,굽네치킨 공릉2동점,리코타&브리 시카고 피자+콜라1.25L,21000
1451,굽네치킨 공릉2동점,오븐바사삭+티카마살라+콜라1.25L,21900
1452,굽네치킨 공릉2동점,오븐바사삭+치킨마크니+콜라1.25L,21900
1453,굽네치킨 공릉2동점,불금치킨+콜라1.25L,20000
1454,귀빈반점,A세트,13000
1455,귀빈반점,B세트,13500
1456,귀빈반점,짜장면,2500
1457,귀빈반점,짬뽕,3000
1458,귀빈반점,새우짜장,6000
1459,소라분식 태릉본점,전설의 떡볶이,12000
1460,소라분식 태릉본점,해물 떡볶이,6500
1461,소라분식 태릉본점,부대떡볶이,6500
1462,소라분식 태릉본점,라볶이,4500
1463,소라분식 태릉본점,쫄볶이,4500
1464,몽둥이부리또 서울여대점,치킨라이스,4000
1465,몽둥이부리또 서울여대점,소고기라이스,4500
1466,몽둥이부리또 서울여대점,스킨칩스라이스,4500
1467,몽둥이부리또 서울여대점,훈제치킨라이스,4500
1468,몽둥이부리또 서울여대점,소세지감자,4500
1469,애플민트,베이컨크림스파게티,6900
1470,애플민트,새우크림스파게티,7400
1471,애플민트,새우크림오븐치즈스파게티,7800
1472,애플민트,베이컨알리오올리오오스파게티,6900
1473,애플민트,새우알리오알리오오푸실리,7500
1474,타이인플레이트,푸팟퐁커리&밥,17000
1475,타이인플레이트,팟타이,7000
1476,타이인플레이트,팟씨유,7000
1477,타이인플레이트,나시고랭,7000
1478,타이인플레이트,카오팟,7000
1479,고씨네 서울여대점,돈까스카레,7000
1480,고씨네 서울여대점,스페셜카레,9500
1481,고씨네 서울여대점,떡갈비카레,7000
1482,고씨네 서울여대점,고로케카레,7000
1483,고씨네 서울여대점,돈까스카레우동,8000
1484,반층야,옛날냉동삼겹,9000
1485,반층야,생삽겹살,12000
1486,반층야,김치찌개 백반(1인),7000
1487,반층야,가츠동,7500
1488,반층야,연어덮밥,9500
1489,홀리몰리베이글리,블랙(HOT),3900
1490,홀리몰리베이글리,화이트(HOT),4200
1491,홀리몰리베이글리,마차(HOT),4200
1492,홀리몰리베이글리,수제 레모네이드,5000
1493,홀리몰리베이글리,수제 꿀 레몬차,4500
1494,감탄떡볶이 서울여대점,감탄떡볶이,3500
1495,감탄떡볶이 서울여대점,바삭튀김,4000
1496,감탄떡볶이 서울여대점,찰순대,4000
1497,감탄떡볶이 서울여대점,감탄우동,4000
1498,감탄떡볶이 서울여대점,곡물핫도그,1500
1499,오스테리아 잭팟,연어샐러드,23000
1500,오스테리아 잭팟,고르곤졸라 치즈피자,24000
1501,오스테리아 잭팟,카페산테,25000
1502,오스테리아 잭팟,리조토풍기,23000
1503,오스테리아 잭팟,포트와인소스와 한우안심1+스테이크(180g),58000
1504,테르미니,마르게리따 피자,13700
1505,테르미니,고르곤졸라 피자,15700
1506,테르미니,애플 고르곤졸라 피자,17700
1507,테르미니,디아볼라 피자,17700
1508,테르미니,웨지 포테이토 피자,17700
1509,이태리철판 서울과학기술대학교점,해물볶음밥,4900
1510,이태리철판 서울과학기술대학교점,불해물볶음밥,5900
1511,이태리철판 서울과학기술대학교점,불삼겹볶음밥,6900
1512,이태리철판 서울과학기술대학교점,불치즈볶음밥,6900
1513,이태리철판 서울과학기술대학교점,김치볶음밥,5900
1514,이태리철판 서울과학기술대학교점,김치삼겹볶음밥,6900
