,address,name,category,kakao_keyword,kakaomap_url,kakao_name,kakao_category,kakao_star,kakao_star_num
153,서울특별시 노원구 공릉동 395-4 에덴빌,롬브 노원,경양식,공릉동 롬브 노원,https://place.map.kakao.com/631189533,롬브 노원,도넛,0,0
154,서울특별시 노원구 공릉동 683-25 ,씬머이,외국음식전문점(인도태국등),공릉동 씬머이,https://place.map.kakao.com/1714903264,씬머이,베트남음식,4.5,11
155,서울특별시 노원구 공릉동 683-14 ,샐러디 태릉입구역점,기타 휴게음식점,공릉동 샐러디 태릉입구역점,https://place.map.kakao.com/295607504,샐러디 태릉입구역점,샐러디,4.3,9
156,서울특별시 노원구 공릉동 388-3번지 1층 ,롯데리아,패스트푸드,공릉동 롯데리아,https://place.map.kakao.com/12719942,롯데리아 공릉역점,롯데리아,2.0,14
157,서울특별시 노원구 공릉동 395-16 ,왔따쪽갈비 공릉점,한식,공릉동 왔따쪽갈비 공릉점,https://place.map.kakao.com/1170639399,왔따쪽갈비 공릉점,음식점,0,0
158,서울특별시 노원구 공릉동 517-28,엄마손식당,한식,공릉동 엄마손식당,https://place.map.kakao.com/16706961,엄마손식당,한식,0,0
159,서울특별시 노원구 공릉동 517-28 ,공릉동 떡볶이,패스트푸드,공릉동 공릉동 떡볶이,https://place.map.kakao.com/1124606974,공릉동떡볶이&롤초밥,떡볶이,0,0
160,서울특별시 노원구 공릉동 567-5,한방오리,한식,공릉동 한방오리,https://place.map.kakao.com/16085792,강원한방오리옻닭,오리,0,0
161,서울특별시 노원구 공릉동 567-5 ,부여국밥,한식,공릉동 부여국밥,https://place.map.kakao.com/365644539,부여국밥,순대,0,0
162,서울특별시 노원구 공릉동 567-5번지 1층 ,태백숯불갈비,식육(숯불구이),공릉동 태백숯불갈비,https://place.map.kakao.com/21361521,태백숯불갈비,갈비,0,0
163,서울특별시 노원구 공릉동 393-1 ,한근 숯불닭갈비,한식,공릉동 한근 숯불닭갈비,https://place.map.kakao.com/1471021785,한근숯불닭갈비,닭요리,3.9,11
164,서울특별시 노원구 공릉동 393-1 ,서오릉피자 공릉점,외국음식전문점(인도태국등),공릉동 서오릉피자 공릉점,https://place.map.kakao.com/1591277646,서오릉피자 공릉점,피자,5.0,2
165,서울특별시 노원구 공릉동 597-17번지 지하1층 ,경회루,한식,공릉동 경회루,https://place.map.kakao.com/18722630,경회루,한정식,0,0
166,서울특별시 노원구 공릉동 577-1 ,돈까스 짱,통닭(치킨),공릉동 돈까스 짱,https://place.map.kakao.com/2108389260,돈까스짱,음식점,0,0
167,서울특별시 노원구 공릉동 577-1 한의학명가,불사조,분식,공릉동 불사조,https://place.map.kakao.com/189660872,불사조,"육류,고기",2.5,2
168,서울특별시 노원구 공릉동 517-23번지 ,밥묵쟈,중국식,공릉동 밥묵쟈,https://place.map.kakao.com/227095433,밥묵쟈,한식,0,0
169,서울특별시 노원구 공릉동 577-7 박현숙 소아청소년과,백소정 공릉점,일식,공릉동 백소정 공릉점,https://place.map.kakao.com/1514689637,백소정 공릉점,"돈까스,우동",3.2,32
170,서울특별시 노원구 공릉동 567-6번지 ,샘터분식,분식,공릉동 샘터분식,https://place.map.kakao.com/16879177,샘터분식,분식,0,0
171,서울특별시 노원구 공릉동 615-22번지 ,석천숯불구이,분식,공릉동 석천숯불구이,https://place.map.kakao.com/20748983,석천숯불갈비,갈비,3.9,12
172,서울특별시 노원구 공릉동 431-4번지 ,핏짜굽는언니,경양식,공릉동 핏짜굽는언니,https://place.map.kakao.com/21525800,핏짜굽는언니 공릉점,피자,3.0,46
173,서울특별시 노원구 공릉동 577-10 공릉본점닭한마리 ,공릉 고기요,한식,공릉동 공릉 고기요,https://place.map.kakao.com/1524555814,뭉탱이공릉숯불생고기,"육류,고기",4.4,7
174,서울특별시 노원구 공릉동 577-10번지 ,싹쓰리(솥뚜껑삼겹살),한식,공릉동 싹쓰리(솥뚜껑삼겹살),https://place.map.kakao.com/20747169,싹쓰리솥뚜껑김치삼겹살,삼겹살,3.2,13
175,서울특별시 노원구 공릉동 577-10번지 2층 ,공릉싹쓰리,한식,공릉동 공릉싹쓰리,https://place.map.kakao.com/20747169,싹쓰리솥뚜껑김치삼겹살,삼겹살,3.2,13
176,서울특별시 노원구 공릉동 577-10번지 공릉본점닭한마리 1층 ,공릉닭한마리,한식,공릉동 공릉닭한마리,https://place.map.kakao.com/15823847,동대문 닭한마리칼국수,국수,0,0
177,서울특별시 노원구 공릉동 577-19,매일식당,한식,공릉동 매일식당,https://place.map.kakao.com/16529713,매일식당,오리,0,0
178,서울특별시 노원구 공릉동 577-19 ,정담,한식,공릉동 정담,https://place.map.kakao.com/614881124,정담,한식,0,0
179,서울특별시 노원구 공릉동 388-4,족발야시장공릉점,한식,공릉동 족발야시장공릉점,https://place.map.kakao.com/1139111968,족발야시장 공릉점,족발야시장,1.5,2
180,서울특별시 노원구 공릉동 388-4번지 ,더줌,한식,공릉동 더줌,https://place.map.kakao.com/1165242514,더줌,"육류,고기",5.0,1
181,서울특별시 노원구 공릉동 577-17번지 ,푸른바다 찜탕,분식,공릉동 푸른바다 찜탕,https://place.map.kakao.com/1735992248,푸른 바다 찜탕,한식,0,0
182,서울특별시 노원구 공릉동 393-5,소문난기사식당,한식,공릉동 소문난기사식당,https://place.map.kakao.com/16268498,소문난기사식당,기사식당,3.3,10
183,서울특별시 노원구 공릉동 393-5 ,마포생고기,한식,공릉동 마포생고기,https://place.map.kakao.com/12991364,마포생고기,"육류,고기",3.2,12
184,서울특별시 노원구 공릉동 393-5번지 ,북한강민물고기매운탕,한식,공릉동 북한강민물고기매운탕,https://place.map.kakao.com/10460651,북한강민물고기매운탕,"매운탕,해물탕",4.8,4
185,서울특별시 노원구 공릉동 393-5번지 1층 ,오징어바다,한식,공릉동 오징어바다,https://place.map.kakao.com/16330146,싱싱오징어바다 과기대점,"해물,생선",2.6,5
186,서울특별시 노원구 공릉동 431-2 ,아이엠돈까스,경양식,공릉동 아이엠돈까스,https://place.map.kakao.com/27404804,아이엠돈까스,"돈까스,우동",4.0,22
187,서울특별시 노원구 공릉동 388-5번지 ,참맛감자탕,한식,공릉동 참맛감자탕,https://place.map.kakao.com/773352732,참맛감자탕,감자탕,4.2,5
188,서울특별시 노원구 공릉동 393-15번지 1 2층 ,공덕관,중국식,공릉동 공덕관,https://place.map.kakao.com/16765207,공덕관,중국요리,2.2,21
189,서울특별시 노원구 공릉동 388-6번지 지상1층 ,전봇대연탄막창구이,한식,공릉동 전봇대연탄막창구이,https://place.map.kakao.com/23106158,전봇대연탄불막창구이,"곱창,막창",3.3,8
190,서울특별시 노원구 공릉동 596-12번지 1층 ,김용희 참치,일식,공릉동 김용희 참치,https://place.map.kakao.com/2025010123,김용희참치,참치회,2.8,8
191,서울특별시 노원구 공릉동 617-1번지 102호,모녀바지락칼국수,한식,공릉동 모녀바지락칼국수,https://place.map.kakao.com/295945520,모녀바지락칼국수,국수,4.5,6
192,서울특별시 노원구 공릉동 581-3번지 ,곰실집,한식,공릉동 곰실집,https://place.map.kakao.com/461296090,곰실집,"육류,고기",5.0,1
193,서울특별시 노원구 공릉동 502-25,신미방,중국식,공릉동 신미방,https://place.map.kakao.com/79841784,신미방,중국요리,4.0,4
194,서울특별시 노원구 공릉동 617-3 ,비비큐태능입구역점,호프/통닭,공릉동 비비큐태능입구역점,https://place.map.kakao.com/777437378,비비큐 태능입구역점,치킨,5.0,1
195,서울특별시 노원구 공릉동 392-1 ,공릉우동집,한식,공릉동 공릉우동집,https://place.map.kakao.com/16555583,공릉우동집,"돈까스,우동",3.3,26
196,서울특별시 노원구 공릉동 392-1번지 ,도리연닭도리탕,한식,공릉동 도리연닭도리탕,https://place.map.kakao.com/630792117,도리연닭도리탕 공릉점,닭요리,4.0,3
197,서울특별시 노원구 공릉동 593-3번지 드림데시앙 103호,공:도,기타,공릉동 공:도,https://place.map.kakao.com/1675562479,공도,양식,3.5,20
198,서울특별시 노원구 공릉동 581-2 동성상운주식회사 ,뜸들이다 공릉점,한식,공릉동 뜸들이다 공릉점,https://place.map.kakao.com/533958805,뜸들이다 공릉점,한식,0,0
199,서울특별시 노원구 공릉동 581-2번지 동성상운주식회사 ,밥꼬찜닭,한식,공릉동 밥꼬찜닭,https://place.map.kakao.com/1649990116,밥꼬찜닭 공릉점,닭요리,0,0
200,서울특별시 노원구 공릉동 389-7번지 1층 ,서울감자탕,한식,공릉동 서울감자탕,https://place.map.kakao.com/655548773,서울감자탕,감자탕,4.3,16
201,서울특별시 노원구 공릉동 392-4 EnS빌딩,도요남,경양식,공릉동 도요남,https://place.map.kakao.com/942230075,도요남,양식,5.0,2
202,서울특별시 노원구 공릉동 392-4번지 EnS빌딩 ,개기일식,일식,공릉동 개기일식,https://place.map.kakao.com/815490272,개기일식,일식,4.3,27
203,서울특별시 노원구 공릉동 617-16번지 ,미가네,한식,공릉동 미가네,https://place.map.kakao.com/15821746,미가네,한식,0,0
204,서울특별시 노원구 공릉동 617-6번지 오산빌딩 1층 ,세상만사,한식,공릉동 세상만사,https://place.map.kakao.com/13290871,세상만사뼈다귀 태능역점,해장국,3.2,5
205,서울특별시 노원구 공릉동 392-2,연탄불곱창구이,한식,공릉동 연탄불곱창구이,https://place.map.kakao.com/21412672,원조이모네연탄불곱창,"곱창,막창",2.6,62
206,서울특별시 노원구 공릉동 392-2 1층,가장맛있는족발,한식,공릉동 가장맛있는족발,https://place.map.kakao.com/19856229,가장맛있는족발 공릉역점,가장맛있는족발,3.3,7
207,서울특별시 노원구 공릉동 392-2번지 송암빌딩 2층 ,쌍둥이 가원양꼬치,중국식,공릉동 쌍둥이 가원양꼬치,https://place.map.kakao.com/1199098275,쌍둥이가원양꼬치,양꼬치,4.3,3
208,서울특별시 노원구 공릉동 617-7 ,본죽&비빔밥cafe,한식,공릉동 본죽&비빔밥cafe,https://place.map.kakao.com/11049842,본죽&비빔밥cafe 공릉원자력병원점,본죽&비빔밥cafe,5.0,2
209,서울특별시 노원구 공릉동 566-17번지 1층 ,가마솥 왕족발,한식,공릉동 가마솥 왕족발,https://place.map.kakao.com/15755383,가마솥왕족발,"족발,보쌈",5.0,3
210,서울특별시 노원구 공릉동 389-17,공릉 소담한,호프/통닭,공릉동 공릉 소담한,https://place.map.kakao.com/477994413,소담한,삼겹살,0,0
211,서울특별시 노원구 공릉동 389-17 ,쭈꾸미도사,한식,공릉동 쭈꾸미도사,https://place.map.kakao.com/1341566478,쭈꾸미도사,"해물,생선",2.6,5
212,서울특별시 노원구 공릉동 584-10 연세빌딩 ,삼남매 한식뷔페,한식,공릉동 삼남매 한식뷔페,https://place.map.kakao.com/748862366,삼남매한식뷔페,한식,3.4,5
213,서울특별시 노원구 공릉동 517-65,충주식당,한식,공릉동 충주식당,https://place.map.kakao.com/835492758,충주식당,한식,0,0
214,서울특별시 노원구 공릉동 513-47번지 1층 ,유리네,분식,공릉동 유리네,https://place.map.kakao.com/2077138790,유리네떡볶이,떡볶이,4.6,15
215,서울특별시 노원구 공릉동 593-22번지 ,다선정,한식,공릉동 다선정,https://place.map.kakao.com/16958984,다선정,한식,4.0,1
216,서울특별시 노원구 공릉동 503-2,떡볶이참잘하는집 떡참 노원공릉점,분식,공릉동 떡볶이참잘하는집 떡참 노원공릉점,https://place.map.kakao.com/1429559811,떡참 노원공릉점,떡볶이,5.0,1
217,서울특별시 노원구 공릉동 461-1 ,교촌치킨공릉2호점,호프/통닭,공릉동 교촌치킨공릉2호점,https://place.map.kakao.com/1560569242,교촌치킨 공릉2호점,교촌치킨,2.0,6
218,서울특별시 노원구 공릉동 461-1번지 ,마인하우스,한식,공릉동 마인하우스,https://place.map.kakao.com/1470657576,마인하우스,한식,4.8,6
219,서울특별시 노원구 공릉동 461-1번지 나동 1층호,온달네,한식,공릉동 온달네,https://place.map.kakao.com/21305214,온달네,국수,4.6,7
220,서울특별시 노원구 공릉동 434-2 청교프라자,쉐프의그릴,한식,공릉동 쉐프의그릴,https://place.map.kakao.com/335275224,쉐프의그릴,"육류,고기",3.0,1
221,서울특별시 노원구 공릉동 584-14,차이니S,중국식,공릉동 차이니S,https://place.map.kakao.com/1929059297,차이니S,중국요리,0,0
222,서울특별시 노원구 공릉동 584-3번지 ,수제간장치킨깨비닭,호프/통닭,공릉동 수제간장치킨깨비닭,https://place.map.kakao.com/2035768884,수제간장치킨깨비닭,치킨,4.8,5
223,서울특별시 노원구 공릉동 617-18번지 1층 ,장안동본참치 태릉직영점,한식,공릉동 장안동본참치 태릉직영점,https://place.map.kakao.com/181738557,본참치 태릉직영점,참치회,0,0
224,서울특별시 노원구 공릉동 670-2번지 134호,쌤닭,호프/통닭,공릉동 쌤닭,https://place.map.kakao.com/735465452,쌤닭,치킨,4.7,3
225,서울특별시 노원구 공릉동 621-4,에그머니,경양식,공릉동 에그머니,https://place.map.kakao.com/1826529353,에그머니,양식,4.3,59
226,서울특별시 노원구 공릉동 509-35 ,진주푸드,한식,공릉동 진주푸드,https://place.map.kakao.com/1077899909,진주푸드,한식,0,0
227,서울특별시 노원구 공릉동 509-35 ,피자플래넷 태릉점,기타,공릉동 피자플래넷 태릉점,https://place.map.kakao.com/109715159,피자플래넷 태릉점,피자,5.0,2
228,서울특별시 노원구 공릉동 392-27번지 ,춘천닭갈비,한식,공릉동 춘천닭갈비,https://place.map.kakao.com/16936111,춘천닭갈비 서울과기대점,닭요리,4.9,17
229,서울특별시 노원구 공릉동 621-5,홍성아줌마 추어탕,한식,공릉동 홍성아줌마 추어탕,https://place.map.kakao.com/19011349,홍성아줌마 추어탕순대국,추어,1.0,1
230,서울특별시 노원구 공릉동 509-37 동양빌딩 ,비스트로 무크,경양식,공릉동 비스트로 무크,https://place.map.kakao.com/615571759,비스트로 무크,일식,4.2,6
231,서울특별시 노원구 공릉동 509-37번지 동양빌딩 ,반올림피자샵 하계공릉점,패스트푸드,공릉동 반올림피자샵 하계공릉점,https://place.map.kakao.com/1437439846,반올림피자샵 서울하계공릉점,반올림피자샵,5.0,3
232,서울특별시 노원구 공릉동 593-24번지 ,고윤김밥,분식,공릉동 고윤김밥,https://place.map.kakao.com/1466411045,고윤김밥,분식,3.8,5
233,서울특별시 노원구 공릉동 437-4 공릉동비발디캐슬 ,피자하우스,경양식,공릉동 피자하우스,https://place.map.kakao.com/935177242,피자하우스,패스트푸드,5.0,1
234,서울특별시 노원구 공릉동 437-4 공릉동비발디캐슬 ,샹츠마라,중국식,공릉동 샹츠마라,https://place.map.kakao.com/139212943,샹츠마라,중국요리,3.9,15
235,서울특별시 노원구 공릉동 437-4번지 공릉동비발디캐슬 101동 1102호,밥은화,한식,공릉동 밥은화,https://place.map.kakao.com/110917805,밥은화,한식,4.3,3
236,서울특별시 노원구 공릉동 437-4번지 비발디캐슬 101동 B1106 ,닭사랑,기타,공릉동 닭사랑,https://place.map.kakao.com/13572680,닭사랑,닭요리,4.0,3
237,서울특별시 노원구 공릉동 389-11번지 ,아구명문대,한식,공릉동 아구명문대,https://place.map.kakao.com/724570590,명문대,"해물,생선",4.0,3
238,서울특별시 노원구 공릉동 585-1 1층,가람맛집,한식,공릉동 가람맛집,https://place.map.kakao.com/869145937,가람맛집,한식,0,0
239,서울특별시 노원구 공릉동 585-1번지 ,만두장성,기타 휴게음식점,공릉동 만두장성,https://place.map.kakao.com/1339676000,만두장성,분식,3.6,18
240,서울특별시 노원구 공릉동 435-2 중앙빌딩,비에이치씨치킨(BHC) 공릉역점,호프/통닭,공릉동 비에이치씨치킨(BHC) 공릉역점,https://place.map.kakao.com/1570517199,BHC치킨 공릉역점,BHC치킨,1.7,6
241,서울특별시 노원구 공릉동 435-2 중앙빌딩 ,응급실 국물떡볶이 서울 공릉점,분식,공릉동 응급실 국물떡볶이 서울 공릉점,https://place.map.kakao.com/1945697503,응급실국물떡볶이 서울공릉점,응급실국물떡볶이,3.0,6
242,서울특별시 노원구 공릉동 435-2번지 ,장터솥단지삼겹살,한식,공릉동 장터솥단지삼겹살,https://place.map.kakao.com/16051542,장터솥단지삼겹살,"육류,고기",5.0,3
243,서울특별시 노원구 공릉동 435-2번지 123층 ,맥도날드,패스트푸드,공릉동 맥도날드,https://place.map.kakao.com/26518032,맥도날드 과학기술대점,맥도날드,1.8,19
244,서울특별시 노원구 공릉동 566-41 ,디에트로,한식,공릉동 디에트로,https://place.map.kakao.com/1114860504,디에트로,양식,5.0,7
245,서울특별시 노원구 공릉동 566-40 ,굿 피자 파스타,경양식,공릉동 굿 피자 파스타,https://place.map.kakao.com/1256504413,굿피자파스타,양식,0,0
246,서울특별시 노원구 공릉동 566-21 ,76족보닭,한식,공릉동 76족보닭,https://place.map.kakao.com/705330039,76족보닭,음식점,0,0
247,서울특별시 노원구 공릉동 566-21 ,해성식당 생선구이,한식,공릉동 해성식당 생선구이,https://place.map.kakao.com/1854176146,해성식당생선구이,"해물,생선",0,0
248,서울특별시 노원구 공릉동 566-20 공릉상가 ,공릉동 소머리국밥,한식,공릉동 공릉동 소머리국밥,https://place.map.kakao.com/1540459495,공릉동원조소머리국밥,국밥,0,0
249,서울특별시 노원구 공릉동 566-20번지 ,깨비 순살 닭강정,기타 휴게음식점,공릉동 깨비 순살 닭강정,https://place.map.kakao.com/21528534,깨비순살닭강정,닭강정,5.0,2
250,서울특별시 노원구 공릉동 566-20번지 공릉상가 1층 104호,서울마님죽,일반조리판매,공릉동 서울마님죽,https://place.map.kakao.com/1164424844,서울마님죽 공릉동점,죽,0,0
251,서울특별시 노원구 공릉동 556-15 ,치킨이어라(공릉점),호프/통닭,공릉동 치킨이어라(공릉점),https://place.map.kakao.com/1466145430,치킨이어라 공릉점,치킨,3.0,2
252,서울특별시 노원구 공릉동 503-26 ,지동,한식,공릉동 지동,https://place.map.kakao.com/1568288259,지동 공릉2호점,닭요리,2.7,6
253,서울특별시 노원구 공릉동 389-9번지 화랑빌딩 1층 ,무봉리토종순대국,한식,공릉동 무봉리토종순대국,https://place.map.kakao.com/1741509421,무봉리토종순대국 공릉점,순대,3.0,7
254,서울특별시 노원구 공릉동 670-20 노원 프레미어스 엠코,맛닭꼬 태릉입구역점,호프/통닭,공릉동 맛닭꼬 태릉입구역점,https://place.map.kakao.com/382003282,맛닭꼬 태릉입구역점,맛닭꼬,4.7,3
255,서울특별시 노원구 공릉동 670-20 노원 프레미어스 엠코 ,떡볶이에 밥볶아,분식,공릉동 떡볶이에 밥볶아,https://place.map.kakao.com/279210614,떡볶이에밥볶아,분식,4.6,9
256,서울특별시 노원구 공릉동 670-20 노원 프레미어스 엠코 ,고소미부엌,한식,공릉동 고소미부엌,https://place.map.kakao.com/907289520,고소미부엌 태릉입구역점,분식,3.7,15
257,서울특별시 노원구 공릉동 670-20 노원 프레미어스 엠코 ,수카츠,일식,공릉동 수카츠,https://place.map.kakao.com/418699147,수카츠,"돈까스,우동",5.0,20
258,서울특별시 노원구 공릉동 670-20번지 노원 프레미어스 엠코 ,수준이 다른 치킨,호프/통닭,공릉동 수준이 다른 치킨,https://place.map.kakao.com/411498769,수준이다른치킨,치킨,5.0,2
259,서울특별시 노원구 공릉동 670-20번지 노원 프레미어스 엠코 101동 102호,울림초밥,일식,공릉동 울림초밥,https://place.map.kakao.com/1838950627,울림초밥,일식집,4.5,8
260,서울특별시 노원구 공릉동 670-20번지 노원 프레미어스 엠코 102동 125호,포메인 태릉입구역점,외국음식전문점(인도태국등),공릉동 포메인 태릉입구역점,https://place.map.kakao.com/1777382698,포메인 태릉입구역점,포메인,3.3,6
261,서울특별시 노원구 공릉동 670-20번지 노원프레미어스엠코 102동 126호,돔 펠리체,기타,공릉동 돔 펠리체,https://place.map.kakao.com/630027049,돔펠리체 (휴업중),이탈리안,4.0,5
262,서울특별시 노원구 공릉동 670-20번지 노원프레미어스엠코 102동 128호,르번미태릉점,외국음식전문점(인도태국등),공릉동 르번미태릉점,https://place.map.kakao.com/1010932244,르번미 태릉점,베트남음식,3.8,20
263,서울특별시 노원구 공릉동 670-20번지 엠코상가 102동 217B호,이가참치,일식,공릉동 이가참치,https://place.map.kakao.com/1669762562,이가참치,일식,5.0,7
264,서울특별시 노원구 공릉동 670-20 노원 프레미어스 엠코 ,엄마마음 점심한끼,일반조리판매,공릉동 엄마마음 점심한끼,https://place.map.kakao.com/1511716231,엄마마음점심한끼,간식,5.0,1
265,서울특별시 노원구 공릉동 670-20 노원 프레미어스 엠코 101동 106호,이삭토스트 태릉입구역점,일반조리판매,공릉동 이삭토스트 태릉입구역점,https://place.map.kakao.com/261752724,이삭토스트 태릉입구역점,이삭토스트,3.7,3
266,서울특별시 노원구 공릉동 392-25번지 지상2층 ,리틀파스타,경양식,공릉동 리틀파스타,https://place.map.kakao.com/19693976,리틀파스타 공릉본점,이탈리안,3.4,13
267,서울특별시 노원구 공릉동 439-2번지 ,멍텅구리분식,한식,공릉동 멍텅구리분식,https://place.map.kakao.com/27515257,멍텅구리즉석떡볶이 공릉점,떡볶이,2.8,24
268,서울특별시 노원구 공릉동 437-2번지 ,홍가,경양식,공릉동 홍가,https://place.map.kakao.com/26609492,홍가부대찌개,"찌개,전골",4.5,4
269,서울특별시 노원구 공릉동 392-24,장충왕족발,한식,공릉동 장충왕족발,https://place.map.kakao.com/11165434,장충왕족발,"족발,보쌈",0,0
270,서울특별시 노원구 공릉동 392-20 ,바른치킨 공릉점,호프/통닭,공릉동 바른치킨 공릉점,https://place.map.kakao.com/1475973298,바른치킨 공릉점,바른치킨,5.0,1
271,서울특별시 노원구 공릉동 438-2,이태리 철판,한식,공릉동 이태리 철판,https://place.map.kakao.com/1953703405,이태리철판 서울과학기술대학교점,한식,0,0
272,서울특별시 노원구 공릉동 438-2 ,청교옥,한식,공릉동 청교옥,https://place.map.kakao.com/88388237,청교옥,냉면,3.8,72
273,서울특별시 노원구 공릉동 438-2번지 ,사나이뚝배기과기대점,한식,공릉동 사나이뚝배기과기대점,https://place.map.kakao.com/1220610994,사나이뚝배기 서울과기대점,한식,4.0,10
274,서울특별시 노원구 공릉동 438-2번지 나동 ,지지고 서울과기대점,통닭(치킨),공릉동 지지고 서울과기대점,https://place.map.kakao.com/26460508,지지고 과기대점,지지고,4.9,8
275,서울특별시 노원구 공릉동 557-1 ,나보나,경양식,공릉동 나보나,https://place.map.kakao.com/1999858035,나보나,이탈리안,4.7,16
276,서울특별시 노원구 공릉동 561-5,하랑이네식당,한식,공릉동 하랑이네식당,https://place.map.kakao.com/690397525,하랑이네,한식,5.0,1
277,서울특별시 노원구 공릉동 670-7번지 2층 ,산들바다,한식,공릉동 산들바다,https://place.map.kakao.com/1232150620,산들바다,한정식,1.8,9
278,서울특별시 노원구 공릉동 670-7번지 3층 ,참만나,한식,공릉동 참만나,https://place.map.kakao.com/20749857,참만나,갈비,4.4,13
279,서울특별시 노원구 공릉동 509-41 ,아소코,일식,공릉동 아소코,https://place.map.kakao.com/2013086833,아소코 공릉점,일식,3.2,43
280,서울특별시 노원구 공릉동 561-10,달떡볶이,분식,공릉동 달떡볶이,https://place.map.kakao.com/1901050554,달토끼의떡볶이흡입구역 공릉점,떡볶이,5.0,2
281,서울특별시 노원구 공릉동 440-18번지 ,세겹먹는날,한식,공릉동 세겹먹는날,https://place.map.kakao.com/21413860,세겹먹는날,"육류,고기",4.3,4
282,서울특별시 노원구 공릉동 440-18번지 ,한마당,한식,공릉동 한마당,https://place.map.kakao.com/1524274927,한마당,한식,0,0
283,서울특별시 노원구 공릉동 440-18번지 ,김치만 선생,한식,공릉동 김치만 선생,https://place.map.kakao.com/1525414592,김치만선생,"찌개,전골",3.0,2
284,서울특별시 노원구 공릉동 440-18번지 ,곱창마루,한식,공릉동 곱창마루,https://place.map.kakao.com/305275857,곱창마루,"곱창,막창",5.0,2
285,서울특별시 노원구 공릉동 440-18번지 2층 ,숲속왕돈까스,경양식,공릉동 숲속왕돈까스,https://place.map.kakao.com/20748264,숲속왕돈까스,"돈까스,우동",3.6,9
286,서울특별시 노원구 공릉동 504-20번지 1층 ,추운돼지삼겹살,한식,공릉동 추운돼지삼겹살,https://place.map.kakao.com/1563510748,추운돼지삼겹살 공릉점,삼겹살,3.3,7
287,서울특별시 노원구 공릉동 440-11 ,궁안뜰,한식,공릉동 궁안뜰,https://place.map.kakao.com/2025183820,궁안뜰,삼겹살,0,0
288,서울특별시 노원구 공릉동 440-11번지 2층 ,중국집,중국식,공릉동 중국집,https://place.map.kakao.com/16765207,공덕관,중국요리,2.2,21
289,서울특별시 노원구 공릉동 440-16 2층,맘스터치 과기대점,기타,공릉동 맘스터치 과기대점,https://place.map.kakao.com/26896937,맘스터치 과기대점,맘스터치,1.5,14
290,서울특별시 노원구 공릉동 440-16 도곡빌딩,60계 서울공릉점,기타,공릉동 60계 서울공릉점,https://place.map.kakao.com/2088794819,60계 서울공릉점,60계,3.3,6
291,서울특별시 노원구 공릉동 440-16 도곡빌딩 ,오렌지몽키파스타&마르코죤스 피자,외국음식전문점(인도태국등),공릉동 오렌지몽키파스타&마르코죤스 피자,https://place.map.kakao.com/937745460,오렌지몽키파스타앤 마르코죤스피자,양식,0,0
292,서울특별시 노원구 공릉동 440-16 도곡빌딩 1층 ,옆집떡볶이,경양식,공릉동 옆집떡볶이,https://place.map.kakao.com/1116191670,옆집떡볶이,떡볶이,5.0,1
293,서울특별시 노원구 공릉동 440-16번지 ,요거프레소,분식,공릉동 요거프레소,https://place.map.kakao.com/18765921,요거프레소 공릉2호점,요거프레소,5.0,4
294,서울특별시 노원구 공릉동 440-16번지 ,몽키돈가스,경양식,공릉동 몽키돈가스,https://place.map.kakao.com/27322570,몽키 본점,"돈까스,우동",4.1,7
295,서울특별시 노원구 공릉동 440-16번지 1층 ,한솥도시락,한식,공릉동 한솥도시락,https://place.map.kakao.com/26500659,한솥도시락 서울과학기술대앞점,한솥도시락,1.2,5
296,서울특별시 노원구 공릉동 504-28,일상다반,일식,공릉동 일상다반,https://place.map.kakao.com/27325995,일상다반,일식집,2.9,48
297,서울특별시 노원구 공릉동 745 동신아파트 ,호치킨 공릉점,한식,공릉동 호치킨 공릉점,https://place.map.kakao.com/26102164,호치킨 공릉점,호치킨,3.5,6
298,서울특별시 노원구 공릉동 745 동신아파트 102동상가 204호,동대문 엽기떡볶이 땡초불닭,분식,공릉동 동대문 엽기떡볶이 땡초불닭,https://place.map.kakao.com/14589157,동대문엽기떡볶이 공릉점,동대문엽기떡볶이,1.0,8
299,서울특별시 노원구 공릉동 745 동신아파트 상가A동 102호105호,더진국(공릉점),한식,공릉동 더진국(공릉점),https://place.map.kakao.com/27442494,더진국 공릉점,국밥,2.7,10
300,서울특별시 노원구 공릉동 745번지 201호,네코정,한식,공릉동 네코정,https://place.map.kakao.com/1422521863,네코정,일식,3.7,12
301,서울특별시 노원구 공릉동 745번지 동신상가 ,내가찜한닭,한식,공릉동 내가찜한닭,https://place.map.kakao.com/27104254,내가찜한닭 과기대점,닭요리,4.4,5
302,서울특별시 노원구 공릉동 745번지 동신아파트 102동 107호,치즈밥있슈?(iSSUE),한식,공릉동 치즈밥있슈?(iSSUE),https://place.map.kakao.com/16062316,치즈밥있슈,퓨전한식,4.9,12
303,서울특별시 노원구 공릉동 745번지 동신아파트 2층 102동 2023호,오븐에빠진닭,호프/통닭,공릉동 오븐에빠진닭,https://place.map.kakao.com/22105854,오븐에빠진닭 공릉점,오븐에빠진닭,5.0,3
304,서울특별시 노원구 공릉동 745번지 동신아파트상가 102동 106호,소문날라,한식,공릉동 소문날라,https://place.map.kakao.com/16413693,소문날라,한식,2.5,2
305,서울특별시 노원구 공릉동 745번지 동신아파트상가 104110호 ,크앙 분식,분식,공릉동 크앙 분식,https://place.map.kakao.com/2107374617,크앙분식 과기대점,분식,3.5,4
