,address,name,category,kakao_keyword,kakaomap_url,kakao_name,kakao_category,kakao_star,kakao_star_num
85,서울특별시 노원구 공릉동 738 우성아파트 상가동 101호102호,땡큐불백,한식,공릉동 땡큐불백,https://place.map.kakao.com/1565905734,땡큐불백,갈비,5.0,6
86,서울특별시 노원구 공릉동 738 우성아파트 제상가동 1층 103호,잭아저씨족발보쌈,한식,공릉동 잭아저씨족발보쌈,https://place.map.kakao.com/456478515,잭아저씨 족발&보쌈 공릉점,"족발,보쌈",5.0,2
87,서울특별시 노원구 공릉동 398-5 ,온고을&이지쿡,한식,공릉동 온고을&이지쿡,https://place.map.kakao.com/16472635,온고을 본점,닭요리,3.2,9
88,서울특별시 노원구 공릉동 398-5번지 ,서서방고깃집,한식,공릉동 서서방고깃집,https://place.map.kakao.com/27379161,서서방고깃집,"육류,고기",5.0,2
89,서울특별시 노원구 공릉동 398-13,맛있는집,호프/통닭,공릉동 맛있는집,https://place.map.kakao.com/16739543,맛있는집,"육류,고기",0,0
90,서울특별시 노원구 공릉동 398-13번지 ,연옥이네,한식,공릉동 연옥이네,https://place.map.kakao.com/550710801,연옥이네,한식,0,0
91,서울특별시 노원구 공릉동 493-16 ,올스타피자,기타,공릉동 올스타피자,https://place.map.kakao.com/1919924028,올스타 공릉하계점,피자,0,0
92,서울특별시 노원구 공릉동 575-4번지 1층 ,맘'스 밥스,한식,공릉동 맘'스 밥스,https://place.map.kakao.com/27564483,맘'스밥스,한정식,4.7,6
93,서울특별시 노원구 공릉동 398-27 ,동강,한식,공릉동 동강,https://place.map.kakao.com/16819591,동강민물장어구이,장어,5.0,2
94,서울특별시 노원구 공릉동 398-27 ,전주종가콩나물국밥,한식,공릉동 전주종가콩나물국밥,https://place.map.kakao.com/669239906,전주종가콩나물국밥 콩심 공릉역점,국밥,3.0,2
95,서울특별시 노원구 공릉동 398-27 ,춘천 중앙로 숯불닭갈비,식육(숯불구이),공릉동 춘천 중앙로 숯불닭갈비,https://place.map.kakao.com/1637489211,춘천중앙로숯불닭갈비,닭요리,4.7,6
96,서울특별시 노원구 공릉동 398-27번지 ,도토베르구이치킨,통닭(치킨),공릉동 도토베르구이치킨,https://place.map.kakao.com/13495280,도토베르구이치킨 공릉점,치킨,5.0,1
97,서울특별시 노원구 공릉동 604-26번지 1층 ,공릉동멸치국수,기타 휴게음식점,공릉동 공릉동멸치국수,https://place.map.kakao.com/21413715,공릉동멸치국수,국수,3.5,12
98,서울특별시 노원구 공릉동 386-1 대경상운 ,백남옥손만두,일반조리판매,공릉동 백남옥손만두,https://place.map.kakao.com/2105282697,백남옥손만두,분식,5.0,2
99,서울특별시 노원구 공릉동 398-25번지 1층 ,꽃중년 푸줏간,한식,공릉동 꽃중년 푸줏간,https://place.map.kakao.com/25085271,꽃중년푸줏간,"육류,고기",2.7,7
100,서울특별시 노원구 공릉동 604-28번지 선석빌딩 101호,우아한식사,한식,공릉동 우아한식사,https://place.map.kakao.com/276402644,우아한식사,한식,0,0
101,서울특별시 노원구 공릉동 604-35 플러스빌 ,부자밥상,한식,공릉동 부자밥상,https://place.map.kakao.com/1851363524,부자밥상,한식,2.3,4
102,서울특별시 노원구 공릉동 386-5번지 ,뽕신,분식,공릉동 뽕신,https://place.map.kakao.com/17247659,뽕신 공릉동점,중국요리,4.3,13
103,서울특별시 노원구 공릉동 386-5번지 1층 ,던킨도너츠,과자점,공릉동 던킨도너츠,https://place.map.kakao.com/21035933,던킨 화랑대역점,던킨,4.8,20
104,서울특별시 노원구 공릉동 598-1,대박멸치국수,한식,공릉동 대박멸치국수,https://place.map.kakao.com/1461149521,대박멸치국수,국수,2.3,3
105,서울특별시 노원구 공릉동 598-1번지 ,구름에 달가듯이,한식,공릉동 구름에 달가듯이,https://place.map.kakao.com/662976385,구름에달가듯이,"육류,고기",0,0
106,서울특별시 노원구 공릉동 569-24 화성빌딩 ,방울이,분식,공릉동 방울이,https://place.map.kakao.com/47236112,방울이,분식,0,0
107,서울특별시 노원구 공릉동 569-24 화성빌딩 ,청초한 방울,기타,공릉동 청초한 방울,https://place.map.kakao.com/1844394059,청초한방울,식품판매,0,0
108,서울특별시 노원구 공릉동 386-6번지 ,길동우동 공릉점,한식,공릉동 길동우동 공릉점,https://place.map.kakao.com/959006328,길동우동 공릉점,"돈까스,우동",3.2,10
109,서울특별시 노원구 공릉동 386-6번지 ,수돈재,한식,공릉동 수돈재,https://place.map.kakao.com/1472202260,수돈재 공릉점,"육류,고기",4.0,12
110,서울특별시 노원구 공릉동 386-6번지 2층 ,오늘손칼국수앤찜,한식,공릉동 오늘손칼국수앤찜,https://place.map.kakao.com/26418668,오늘손칼국수앤찜 공릉점,"해물,생선",3.5,11
111,서울특별시 노원구 공릉동 386-6번지 2층 ,7일간의양심,한식,공릉동 7일간의양심,https://place.map.kakao.com/118701285,7일간의양심,"스테이크,립",4.1,15
112,서울특별시 노원구 공릉동 494-11 1층,24시멸치국수,분식,공릉동 24시멸치국수,https://place.map.kakao.com/16793977,24시멸치국수,국수,4.5,6
113,서울특별시 노원구 공릉동 494-11번지 1층 ,한촌설렁탕 공릉역점,한식,공릉동 한촌설렁탕 공릉역점,https://place.map.kakao.com/23670872,한촌설렁탕 공릉역점,한촌설렁탕,2.2,11
114,서울특별시 노원구 공릉동 494-11번지 301호 일부 (계단우측) ,O2(오투),한식,공릉동 O2(오투),https://place.map.kakao.com/515023972,오투(O2),음식점,0,0
115,서울특별시 노원구 공릉동 609-49번지 ,심원중화요리,중국식,공릉동 심원중화요리,https://place.map.kakao.com/1154591892,심원,중국요리,4.7,6
116,서울특별시 노원구 공릉동 395-1 1층 ,청학골,한식,공릉동 청학골,https://place.map.kakao.com/8580028,청학골,갈비,1.9,24
117,서울특별시 노원구 공릉동 684-20번지 ,남원추어탕,호프/통닭,공릉동 남원추어탕,https://place.map.kakao.com/16847626,남원추어탕,추어,0,0
118,서울특별시 노원구 공릉동 366-1번지 1층 ,굴다리전주콩나물국밥,한식,공릉동 굴다리전주콩나물국밥,https://place.map.kakao.com/17209056,굴다리 전주콩나물국밥,국밥,4.1,12
119,서울특별시 노원구 공릉동 609-15번지 ,국수잔치,한식,공릉동 국수잔치,https://place.map.kakao.com/679305297,국수잔치,국수,4.5,2
120,서울특별시 노원구 공릉동 568-27 1층 은성빌딩,517 낙지&아구,한식,공릉동 517 낙지&아구,https://place.map.kakao.com/1719397749,517낙지&아구,"해물,생선",5.0,2
121,서울특별시 노원구 공릉동 568-27 은성빌딩 ,교촌치킨 공릉3호점,호프/통닭,공릉동 교촌치킨 공릉3호점,https://place.map.kakao.com/133919416,교촌치킨 공릉3호점,교촌치킨,4.0,5
122,서울특별시 노원구 공릉동 499-1번지 ,공릉곱창,한식,공릉동 공릉곱창,https://place.map.kakao.com/16056887,원조공릉곱창,"곱창,막창",3.1,10
123,서울특별시 노원구 공릉동 499-1번지 ,새우꺾기,한식,공릉동 새우꺾기,https://place.map.kakao.com/14604459,새우꺾기,"해물,생선",3.3,4
124,서울특별시 노원구 공릉동 684-34번지 1층층 ,공릉옥,한식,공릉동 공릉옥,https://place.map.kakao.com/16648955,공릉옥,한식,4.8,5
125,서울특별시 노원구 공릉동 576-1번지 ,여우떡볶이,분식,공릉동 여우떡볶이,https://place.map.kakao.com/21355812,여우떡볶이,떡볶이,0,0
126,서울특별시 노원구 공릉동 609-17번지 ,광성반점,분식,공릉동 광성반점,https://place.map.kakao.com/15377755,광성반점,중국요리,3.4,10
127,서울특별시 노원구 공릉동 568-19 1층,92생등심,한식,공릉동 92생등심,https://place.map.kakao.com/557103941,92생등심 공릉점,"육류,고기",5.0,2
128,서울특별시 노원구 공릉동 499-3번지 1층 ,뚜비뚜밥스,패스트푸드,공릉동 뚜비뚜밥스,https://place.map.kakao.com/27367117,뚜비뚜밥스,도시락,5.0,3
129,서울특별시 노원구 공릉동 499-41번지 ,공릉곱창공릉점,한식,공릉동 공릉곱창공릉점,https://place.map.kakao.com/2140415713,국민소곱창 공릉점,"곱창,막창",4.2,6
130,서울특별시 노원구 공릉동 576-2번지 ,현빈푸드,한식,공릉동 현빈푸드,https://place.map.kakao.com/2000527911,현빈푸드,한식,0,0
131,서울특별시 노원구 공릉동 366-2번지 1층 ,더맛나곱창,한식,공릉동 더맛나곱창,https://place.map.kakao.com/26948094,더맛나곱창,"곱창,막창",4.6,12
132,서울특별시 노원구 공릉동 386-8 1층 ,북촌 삼대 갈비,횟집,공릉동 북촌 삼대 갈비,https://place.map.kakao.com/1815857305,북촌삼대갈비 공릉점,갈비,5.0,1
133,서울특별시 노원구 공릉동 499-56번지 ,멕시카나 공릉점,호프/통닭,공릉동 멕시카나 공릉점,https://place.map.kakao.com/1025541485,멕시카나치킨 공릉점,멕시카나치킨,3.7,6
134,서울특별시 노원구 공릉동 684-43번지 ,바뱅이,분식,공릉동 바뱅이,https://place.map.kakao.com/16442656,바뱅이 공릉점,치킨,5.0,1
135,서울특별시 노원구 공릉동 395-11번지 ,불타는생고기,한식,공릉동 불타는생고기,https://place.map.kakao.com/16790399,불타는생고기 공릉점,"육류,고기",4.5,6
136,서울특별시 노원구 공릉동 386-3번지 GS 25 ,칠백집서울껍데기 공릉점,한식,공릉동 칠백집서울껍데기 공릉점,https://place.map.kakao.com/2141756818,칠백집서울껍데기 공릉점,"육류,고기",3.2,11
137,서울특별시 노원구 공릉동 576-17 1층,코리엔탈 깻잎 두마리치킨 공릉점,기타,공릉동 코리엔탈 깻잎 두마리치킨 공릉점,https://place.map.kakao.com/2117596942,코리엔탈깻잎두마리치킨 공릉점,치킨,0,0
138,서울특별시 노원구 공릉동 499-54번지 ,할매순대국,한식,공릉동 할매순대국,https://place.map.kakao.com/11624735,할매순대국,국밥,4.4,7
139,서울특별시 노원구 공릉동 513-1 ,청년피자 하계공릉점,기타,공릉동 청년피자 하계공릉점,https://place.map.kakao.com/288270054,청년피자 하계공릉점,청년피자,0,0
140,서울특별시 노원구 공릉동 513-1번지 ,히딩크의 추억,한식,공릉동 히딩크의 추억,https://place.map.kakao.com/1764230447,히딩크의추억,한식,4.9,13
141,서울특별시 노원구 공릉동 610-19,용경이네,한식,공릉동 용경이네,https://place.map.kakao.com/1979302139,용경이네식당,한식,0,0
142,서울특별시 노원구 공릉동 598-23,한끼의 품격,일식,공릉동 한끼의 품격,https://place.map.kakao.com/1194383606,한끼의품격,음식점,0,0
143,서울특별시 노원구 공릉동 598-23,우애돈카츠,기타,공릉동 우애돈카츠,https://place.map.kakao.com/911907418,우애돈카츠 2호점,"돈까스,우동",4.3,8
144,서울특별시 노원구 공릉동 683-1,고성전통잔치국수,분식,공릉동 고성전통잔치국수,https://place.map.kakao.com/20740507,고성전통잔치국수,국수,4.0,1
145,서울특별시 노원구 공릉동 576-19번지 하이서울빌딩 ,등이,기타,공릉동 등이,https://place.map.kakao.com/16081476,등이,한식,0,0
146,서울특별시 노원구 공릉동 395-13 정일빌딩,일상식당,한식,공릉동 일상식당,https://place.map.kakao.com/1675570285,일상식당,한식,0,0
147,서울특별시 노원구 공릉동 395-13 정일빌딩 ,헬로우키친,기타,공릉동 헬로우키친,https://place.map.kakao.com/115360806,헬로우키친,음식점,0,0
148,서울특별시 노원구 공릉동 576-18번지 1층 ,칠형제우리감자탕,한식,공릉동 칠형제우리감자탕,https://place.map.kakao.com/12370792,칠형제우리감자탕,감자탕,3.8,10
149,서울특별시 노원구 공릉동 395-3 막국수,진생갈비 김치찌개,한식,공릉동 진생갈비 김치찌개,https://place.map.kakao.com/1250003996,진생갈비 김치찌개,"찌개,전골",0,0
150,서울특별시 노원구 공릉동 683-12,일번지국수,한식,공릉동 일번지국수,https://place.map.kakao.com/22874182,일번지 국수,국수,1.0,1
151,서울특별시 노원구 공릉동 683-12,화덕생선구이,한식,공릉동 화덕생선구이,https://place.map.kakao.com/1657286099,화덕생선구이,"해물,생선",0,0
152,서울특별시 노원구 공릉동 517-30,늘새찬,분식,공릉동 늘새찬,https://place.map.kakao.com/1226156123,늘새찬,음식점,0,0
